"","Symbol","X.tax_id","GeneID","LocusTag","Synonyms","dbXrefs","chromosome","map_location","description","type_of_gene","Symbol_from_nomenclature_authority","Full_name_from_nomenclature_authority","Nomenclature_status","Other_designations","Modification_date","Feature_type","H1975_Veh_vs_H1975_C36","H3255_Veh_vs_H3255_C36","H820_Veh_vs_H820_E07","H1975_Veh_vs_H1975_E07","H3255_E07_vs_H3255_C36","H820_Veh_vs_H820_C36","H820_E07_vs_H820_C36","H3255_Veh_vs_H3255_E07","A549_E07_vs_A549_C36","H1975_E07_vs_H1975_C36","A549_Veh_vs_A549_E07","A549_Veh_vs_A549_C36"
"13543","LINC02963",9606,123706542,"-","-","HGNC:HGNC:53945|Ensembl:ENSG00000255652","12","12p11.1","long intergenic non-protein coding RNA 2963","ncRNA","LINC02963","long intergenic non-protein coding RNA 2963","O","lncRNA-p3134",20231026,"-",0,-1.704,0,-0.0416720816309178,-0.454011,0,0,-1.24454,0,0.0417903734292523,0,0
"13544","LINC02964",9606,105375746,"-","-","HGNC:HGNC:53487","8","8q24.13","long intergenic non-protein coding RNA 2964","ncRNA","LINC02964","long intergenic non-protein coding RNA 2964","O","-",20231010,"-",1.47073,-0.0054189169271877,0.360081,0.00633244,-0.0054837658270179,0.174023,-0.187039,0,-0.965672,1.46598,0.79572,-0.168364
"13545","LINC02965",9606,123497957,"-","lnc-ZNF30-3","HGNC:HGNC:56003|Ensembl:ENSG00000269086","19","19q13.11","long intergenic non-protein coding RNA 2965","ncRNA","LINC02965","long intergenic non-protein coding RNA 2965","O","CTC-523E23.5",20231026,"-",-0.0208466504975535,0,0,0,0,0,0,0,0,-0.254854,0,0
"13546","LINC02966",9606,101927400,"-","-","HGNC:HGNC:56006","2","2q14.1","long intergenic non-protein coding RNA 2966","ncRNA","LINC02966","long intergenic non-protein coding RNA 2966","O","-",20231010,"-",-0.260361,0.491558,-0.0158151,0.0429011,-1.2503,-0.100181,-0.0856654999999999,1.74638,0.0638136,-0.300503,0.00346009,0.0670542
"13547","LINC02967",9606,105372578,"-","-","HGNC:HGNC:56007","20","20p11.21","long intergenic non-protein coding RNA 2967","ncRNA","LINC02967","long intergenic non-protein coding RNA 2967","O","-",20231010,"-",-0.00459404,-0.128703,0.137597,-0.254917,0.359873,0.120725,-0.0181069999999999,-0.484025,-2.45407,0.253008,2.51212,0.0581754
"13548","LINC02968",9606,105373105,"-","-","HGNC:HGNC:56008","X|Y","X;Y","long intergenic non-protein coding RNA 2968","ncRNA","LINC02968","long intergenic non-protein coding RNA 2968","O","-",20231010,"-",0.0063679035906534,0,0,0.006388845292924,0,0,0,0,0,0,0,0
"13549","LINC02970",9606,105372712,"-","WI2-87327B8.2","HGNC:HGNC:56010","20","20q13.33","long intergenic non-protein coding RNA 2970","ncRNA","LINC02970","long intergenic non-protein coding RNA 2970","O","-",20231010,"-",0.0665717,-0.256804,0.326606,-0.212577,-0.720236,0.963756,0.636039,0.467863,-1.34944,0.281647,0.54159,-0.806963
"13550","LINC02971",9606,123706537,"-","-","HGNC:HGNC:56012|Ensembl:ENSG00000237520","1","1q42.3","long intergenic non-protein coding RNA 2971","ncRNA","LINC02971","long intergenic non-protein coding RNA 2971","O","-",20231026,"-",-0.157476,0.0162073999999999,-1.12499,0.0764515,0.759881,-0.658107,0.465727,-0.7395,-0.0917758,-0.230183,0.870274,0.778612
"13551","LINC02972",9606,123706525,"-","-","HGNC:HGNC:56013","12","12p13.31","long intergenic non-protein coding RNA 2972","ncRNA","LINC02972","long intergenic non-protein coding RNA 2972","O","-",20231010,"-",-0.434087,1.01643,-0.68785,0.25979,0.900708,0.221672,0.907779,0.120369,-0.604008,-0.690839,-0.229573,-0.833364
"13552","LINC02975",9606,101929331,"-","-","HGNC:HGNC:56025","9","9q34.11","long intergenic non-protein coding RNA 2975","ncRNA","LINC02975","long intergenic non-protein coding RNA 2975","O","-",20231010,"-",1.9317,1.21762,0.385033,-0.427338,1.55654,0.241713,-0.144575,-0.333886,0.242786,2.36302,-0.0347743697121354,-0.0296012999328947
"13553","LINC02976",9606,123706548,"-","-","HGNC:HGNC:56026","6","6p21.1","long intergenic non-protein coding RNA 2976","ncRNA","LINC02976","long intergenic non-protein coding RNA 2976","O","RP3-475N16.1",20231010,"-",-0.205319,-0.0539808,0.197399,0.0226519,-0.796761,-0.384543,-0.583689,0.747595,-0.650778,-0.224792,-0.185665,-0.838207
"13554","LINC02977",9606,105376220,"-","-","HGNC:HGNC:56036","9","9q31.3","long intergenic non-protein coding RNA 2977","ncRNA","LINC02977","long intergenic non-protein coding RNA 2977","O","-",20231010,"-",0.0813155,0.407072,-0.184324,-0.0419321999999999,0.494715,-0.0675431,0.115606,-0.083186,0.0959213,0.126034,0.175662,0.271621
"13555","LINC02980",9606,123706533,"-","-","HGNC:HGNC:56046|Ensembl:ENSG00000272462","6","6p22.2","long intergenic non-protein coding RNA 2980","ncRNA","LINC02980","long intergenic non-protein coding RNA 2980","O","-",20231026,"-",0.158968,-0.0836496,-0.0229470999999999,0.104414,0.101756,0.0600278,0.0818917,-0.180746,0.591655,0.056969,-0.330229,0.261484
"13556","LINC02981",9606,441204,"-","-","HGNC:HGNC:56055|Ensembl:ENSG00000214870","7","7p15.2","long intergenic non-protein coding RNA 2981","ncRNA","LINC02981","long intergenic non-protein coding RNA 2981","O","-",20231010,"-",0.574591,0.181609,0.266091,0.14848,0.559797,-0.0336943,-0.301052,-0.373715,0.406321,0.428373,-0.00910749,0.396938
"13557","LINC02982",9606,100506688,"-","-","HGNC:HGNC:56056|Ensembl:ENSG00000215246","5","5p15.33","long intergenic non-protein coding RNA 2982","ncRNA","LINC02982","long intergenic non-protein coding RNA 2982","O","-",20231108,"-",0,0,1.49252,0,0,1.14143,-0.353416,0,-0.0038108043656722,0,0,-0.0037919691822406
"13558","LINC02983",9606,100129484,"-","-","HGNC:HGNC:56060|Ensembl:ENSG00000234432","7","7p22.1","long intergenic non-protein coding RNA 2983","ncRNA","LINC02983","long intergenic non-protein coding RNA 2983","O","-",20231010,"-",-0.16653,0.0756446,-0.137752,-0.400003,0.211662,0.335716,0.47231,-0.131587,1.67087,0.236279,-0.580001,1.09072
"13559","LINC02984",9606,100507516,"-","-","HGNC:HGNC:56063|Ensembl:ENSG00000237807","8","8q11.23","long intergenic non-protein coding RNA 2984","ncRNA","LINC02984","long intergenic non-protein coding RNA 2984","O","-",20231010,"-",0.344038,-0.175049,0.0578883,0.121807,-0.431949,0.104579,0.045543,0.261457,0.627548,0.224882,0.026253,0.653801
"13560","LINC02985",9606,100506691,"-","-","HGNC:HGNC:56073|Ensembl:ENSG00000256546","12","12q24.31","long intergenic non-protein coding RNA 2985","ncRNA","LINC02985","long intergenic non-protein coding RNA 2985","O","-",20231108,"-",-0.587104,0,-0.0155847735929285,1.98368,0,-0.0192925650359017,-0.320474,0,0,-2.56795,0.0151481288341256,0.0152262178717365
"13561","LINC02986",9606,123689089,"-","-","HGNC:HGNC:56083","8","8q21.13","long intergenic non-protein coding RNA 2986","ncRNA","LINC02986","long intergenic non-protein coding RNA 2986","O","-",20231010,"-",0.0998822,-0.0590664,-0.0743988,-0.163185,0.288619,0.385155,0.458487,-0.343162,0.114368,0.265712,-0.44942,-0.335662
"13562","LINC02987",9606,101927151,"-","-","HGNC:HGNC:56093|Ensembl:ENSG00000267575","19","19q11","long intergenic non-protein coding RNA 2987","ncRNA","LINC02987","long intergenic non-protein coding RNA 2987","O","-",20231010,"-",-0.0999101999999999,-0.173441,-0.185236,-0.0199359,-0.0649584,-0.206472,-0.0223593,-0.103747,-0.259694,-0.0772327,0.141809,-0.118144
"13563","LINC02988",9606,105371433,"-","-","HGNC:HGNC:56098","1","1q21.2","long intergenic non-protein coding RNA 2988","ncRNA","LINC02988","long intergenic non-protein coding RNA 2988","O","-",20231010,"-",0,-0.0254403469596985,0,0,1.09018,0,0,-0.0536799591063392,-0.704282,0,1.42873,0.721417
"13564","LINC02989",9606,125177370,"-","-","HGNC:HGNC:56100|Ensembl:ENSG00000255400","11","11p15.3","long intergenic non-protein coding RNA 2989","ncRNA","LINC02989","long intergenic non-protein coding RNA 2989","O","lnc-MICAL2-1",20231026,"-",0,0,0.0319464771215997,0,0,0.031730986108779,0,0,0.0286036633124217,0,-0.0283745166782894,0
"13565","LINC02991",9606,401040,"-","-","HGNC:HGNC:33810|Ensembl:ENSG00000196758","2","2q37.3","long intergenic non-protein coding RNA 2991","ncRNA","LINC02991","long intergenic non-protein coding RNA 2991","O","-",20231010,"-",0,0,0,0,0,0,0,0,0.0065483111246928,0,-0.0064954594108979,0
"13566","LINC02992",9606,100499194,"-","-","HGNC:HGNC:49287","2","2q14.1","long intergenic non-protein coding RNA 2992","ncRNA","LINC02992","long intergenic non-protein coding RNA 2992","O","-",20231010,"-",-0.195766,0.0121420446562736,-0.0118112797213722,-0.467338,0,-0.0059852402850149,0.973542,0.0121729596763599,0.196093,0.274632,-0.0140582672020593,-0.0123548885163124
"13567","LINC02994",9606,101928978,"-","-","HGNC:HGNC:56109|Ensembl:ENSG00000250546","4","4q21.23","long intergenic non-protein coding RNA 2994","ncRNA","LINC02994","long intergenic non-protein coding RNA 2994","O","-",20231010,"-",0,0.0223449428014866,0.364362,0,0.0133262130562878,0.111627,-0.25399,0.771372,0.570413,0,-1.68248,-1.11211
"13568","LINC02995",9606,285593,"-","-","HGNC:HGNC:27744|Ensembl:ENSG00000253955","5","5q35.2","long intergenic non-protein coding RNA 2995","ncRNA","LINC02995","long intergenic non-protein coding RNA 2995","O","CTB-33O18.3",20231010,"-",-0.519126,-0.411336,-0.678579,0.109901,-0.112386,-0.699886,-0.0226102999999999,-0.295082,-0.0317024999999999,-0.626519,0.726943,0.695474
"13569","LINC02997",9606,101928858,"-","-","HGNC:HGNC:56113|Ensembl:ENSG00000249364","5","5q13.1","long intergenic non-protein coding RNA 2997","ncRNA","LINC02997","long intergenic non-protein coding RNA 2997","O","-",20231010,"-",0,0,0.348196,0,0,-0.51152,-0.861035,0,0,0,0,0
"13570","LINC02998",9606,102467080,"-","-","HGNC:HGNC:56114","5","5q11.2","long intergenic non-protein coding RNA 2998","ncRNA","LINC02998","long intergenic non-protein coding RNA 2998","O","TCONS_00010334",20231010,"-",0.133835,0,-0.240842,0.0776021,0,-0.85241,-0.612989,0,0.0279819123915128,0.0588933,-0.0277577617124765,0
"13571","LINC02999",9606,102546229,"-","-","HGNC:HGNC:56115","5","5q31.1","long intergenic non-protein coding RNA 2999","ncRNA","LINC02999","long intergenic non-protein coding RNA 2999","O","-",20231010,"-",-1.7599,0.0392714948130314,0.533931,0.0222021732512224,0,0.353711,-0.181447,0.0393574141923387,0,-0.0739256387034107,0.0515072806118701,0.0516748792799986
"13572","LINC03000",9606,105377703,"-","-","HGNC:HGNC:56116","5","5q34","long intergenic non-protein coding RNA 3000","ncRNA","LINC03000","long intergenic non-protein coding RNA 3000","O","CTC-340A15.2",20231010,"-",-0.0021462582659151,0,0,0,0,0,0,0,0,-0.0021556938400373,0,0
"13573","LINC03001",9606,100506188,"-","-","HGNC:HGNC:56118","6","6p11.2","long intergenic non-protein coding RNA 3001","ncRNA","LINC03001","long intergenic non-protein coding RNA 3001","O","TCONS_00011222",20231010,"-",-2.14949,0,0,-0.797523,0,0,0,0,0,-1.34924,0,0
"13574","LINC03002",9606,101928304,"-","-","HGNC:HGNC:56123|Ensembl:ENSG00000232310","6","6q23.2","long intergenic non-protein coding RNA 3002","ncRNA","LINC03002","long intergenic non-protein coding RNA 3002","O","-",20231010,"-",1.16721,0,0,-0.998063,0,0,0,0,0,2.16387,0.0354808998954298,0.0355968853363603
"13575","LINC03004",9606,102723649,"-","-","HGNC:HGNC:56128|Ensembl:ENSG00000230533","6","6q23.3","long intergenic non-protein coding RNA 3004","ncRNA","LINC03004","long intergenic non-protein coding RNA 3004","O","-",20231010,"-",0,0.711095,-0.105705966153657,0,0.0651939,0,0.105630210731532,0.649918,1.28616,0,-0.857276,0.430603
"13576","LINC03006",9606,441242,"-","-","HGNC:HGNC:56131|Ensembl:ENSG00000290926","7","7q11.21","long intergenic non-protein coding RNA 3006","ncRNA","LINC03006","long intergenic non-protein coding RNA 3006","O","-",20231010,"-",-0.0840398,0.103981,-0.0415317,-0.20658,0.435794,-0.0396985,0.000607785,-0.327026,0.00618089,0.125058,-0.186462,-0.180574
"13577","LINC03007",9606,646588,"-","-","HGNC:HGNC:56132|Ensembl:ENSG00000223561","7","7p15.2","long intergenic non-protein coding RNA 3007","ncRNA","LINC03007","long intergenic non-protein coding RNA 3007","O","-",20231010,"-",-0.00780446,0,-0.175174,-0.152922,0,0.027693,0.201598,0,-0.026752192937503,0.150537,0.0185740724619732,-0.518427
"13578","LINC03008",9606,100128325,"-","-","HGNC:HGNC:56133|Ensembl:ENSG00000229196","7","7q32.2","long intergenic non-protein coding RNA 3008","ncRNA","LINC03008","long intergenic non-protein coding RNA 3008","O","-",20231010,"-",0.0354033364670501,0.194985,-0.0415180354730444,-0.966948,1.45888,0,0.0414960275362637,-1.2585,0,0.0687809946555276,0,0
"13579","LINC03009",9606,100133091,"-","-","HGNC:HGNC:56134|Ensembl:ENSG00000290873","7","7q11.23","long intergenic non-protein coding RNA 3009","ncRNA","LINC03009","long intergenic non-protein coding RNA 3009","O","-",20231108,"-",0,0,0,0,0,0,0,0,-0.0052988697819498,0,0,-0.0052720475387017
"13580","LINC03010",9606,100286906,"-","-","HGNC:HGNC:56135","7","7q36.3","long intergenic non-protein coding RNA 3010","ncRNA","LINC03010","long intergenic non-protein coding RNA 3010","O","-",20231010,"-",0,0,-0.0099267425934461,-0.0281002000996379,0,0,0.0099214268868547,0,0,0.0281624528928225,0,0
"13581","LINC03011",9606,100289098,"-","GS1-124K5.4","HGNC:HGNC:56136|Ensembl:ENSG00000237310","7","7q11.21","long intergenic non-protein coding RNA 3011","ncRNA","LINC03011","long intergenic non-protein coding RNA 3011","O","-",20231010,"-",-0.0599182,-0.104294,-0.135107,-0.199529,0.110286,0.171,0.304976,-0.210188,0.144368,0.14219,0.174702,0.318422
"13582","LINC03012",9606,100506682,"-","-","HGNC:HGNC:56139|Ensembl:ENSG00000226770","7","7q31.33","long intergenic non-protein coding RNA 3012","ncRNA","LINC03012","long intergenic non-protein coding RNA 3012","O","-",20231010,"-",0,0,0.0360860611163037,0,0,0.0358648548689363,0,0,0,0,0,0
"13583","LINC03013",9606,100506725,"-","-","HGNC:HGNC:56140|Ensembl:ENSG00000227544","7","7p14.2","long intergenic non-protein coding RNA 3013","ncRNA","LINC03013","long intergenic non-protein coding RNA 3013","O","-",20231010,"-",0,0,0,0,0,-0.0272735396481046,-0.0274387397748344,0,0.0170384944820711,0,-0.0168614046234262,0
"13584","LINC03016",9606,101927354,"-","-","HGNC:HGNC:56145|Ensembl:ENSG00000230825","7","7p21.3","long intergenic non-protein coding RNA 3016","ncRNA","LINC03016","long intergenic non-protein coding RNA 3016","O","-",20231010,"-",2.31418,0.90459,-0.485766,1.51578,-0.734854,0.0707878999999999,0.555369,1.64469,0.408327,0.8013,-0.155529,0.252901
"13585","LINC03017",9606,101927378,"-","-","HGNC:HGNC:56146|Ensembl:ENSG00000235139","7","7q21.11","long intergenic non-protein coding RNA 3017","ncRNA","LINC03017","long intergenic non-protein coding RNA 3017","O","-",20231010,"-",0,0,-0.007617223498472,0,0,-0.009605529857857,-0.347164,0,0.0088071320057208,0,-0.008736108460617,0
"13586","LINC03018",9606,286178,"-","-","HGNC:HGNC:27837|Ensembl:ENSG00000254139","8","8q12.1","long intergenic non-protein coding RNA 3018","ncRNA","LINC03018","long intergenic non-protein coding RNA 3018","O","CTD-2339F6.1",20231010,"-",0,0,0,0,0,0,0,0,2.6116,0,-0.819935,1.78945
"13587","LINC03020",9606,101926892,"-","-","HGNC:HGNC:56148|Ensembl:ENSG00000253967","8","8q13.3","long intergenic non-protein coding RNA 3020","ncRNA","LINC03020","long intergenic non-protein coding RNA 3020","O","-",20231010,"-",-0.0062358834333355,0.0096579811482437,0,0,0.005409172093242,0,0,0.85896,0,-0.0062626303054884,0,0
"13588","LINC03022",9606,101929191,"-","LINCR-0001","HGNC:HGNC:56151|Ensembl:ENSG00000253641","8","8p23.1","long intergenic non-protein coding RNA 3022","ncRNA","LINC03022","long intergenic non-protein coding RNA 3022","O","-",20231108,"-",0,0,-0.0265998029145238,0,0,-0.0647893354337988,-1.31424,0,0,0,0,0
"13589","LINC03024",9606,105375773,"-","-","HGNC:HGNC:56155|Ensembl:ENSG00000289906","8","8q24.22","long intergenic non-protein coding RNA 3024","ncRNA","LINC03024","long intergenic non-protein coding RNA 3024","O","-",20231010,"-",0.784529,0,0.0355667638002528,-0.155874,0,0.0353371719892233,0,0,0,0.943464,0,0
"13590","LINC03025",9606,440896,"-","-","HGNC:HGNC:56158|Ensembl:ENSG00000276462","9","9p11.2","long intergenic non-protein coding RNA 3025","ncRNA","LINC03025","long intergenic non-protein coding RNA 3025","O","-",20231010,"-",0,0,0.987165,0,0,0.0064955455837463,0.003297619580302,0,-0.0711975,0,-0.980806,-1.05122
"13591","LINC03026",9606,102724156,"-","-","HGNC:HGNC:56164|Ensembl:ENSG00000287750","9","9q22.1","long intergenic non-protein coding RNA 3026","ncRNA","LINC03026","long intergenic non-protein coding RNA 3026","O","-",20231010,"-",0.868236,0.423237,-0.176155,-0.26362,0.35374,0.136686,0.311675,0.0747552,-0.30065,1.13372,0.114834,-0.185654
"13592","LINC03027",9606,100499489,"-","-","HGNC:HGNC:48681","10","10p12.2","long intergenic non-protein coding RNA 3027","ncRNA","LINC03027","long intergenic non-protein coding RNA 3027","O","-",20231010,"-",0.177108,0.186785,0.0502076,0.168988,0.0600109,-0.13426,-0.185623,0.131221,-0.321719,0.0108283999999999,0.219938,-0.101853
"13593","LINC03029",9606,105378292,"-","-","HGNC:HGNC:56169","10","10q11.22","long intergenic non-protein coding RNA 3029","ncRNA","LINC03029","long intergenic non-protein coding RNA 3029","O","-",20231010,"-",-2.56335,0,1.362,-2.03861,0,0.0508414264916439,0.0201026113678246,0,0,-0.521032,0,0
"13594","LINC03030",9606,646029,"-","-","HGNC:HGNC:56171","11","11q14.1","long intergenic non-protein coding RNA 3030","ncRNA","LINC03030","long intergenic non-protein coding RNA 3030","O","-",20231010,"-",-0.0380506,0.0150189228809456,-0.817833,-0.959421,0,-1.20251,-0.385956,0.0150734620537345,0.110628,0.924109,0.290867,0.395301
"13595","LINC03031",9606,100506675,"-","-","HGNC:HGNC:56174|Ensembl:ENSG00000254584","11","11p13","long intergenic non-protein coding RNA 3031","ncRNA","LINC03031","long intergenic non-protein coding RNA 3031","O","-",20231010,"-",0,0,0,0,0,-0.0196094082189801,-0.0197349306121782,0,-0.0378766952235561,0,0,-0.0376903389185986
"13596","LINC03032",9606,105370361,"-","-","HGNC:HGNC:56192","13","13q34","long intergenic non-protein coding RNA 3032","ncRNA","LINC03032","long intergenic non-protein coding RNA 3032","O","-",20231010,"-",1.91862,0,0.0042692192029774,1.84623,0,0.0042401625813014,0,0,-0.484102,0.0721705,-0.123597,-0.606865
"13597","LINC03033",9606,400221,"-","LncRNA-CAF","HGNC:HGNC:44292|Ensembl:ENSG00000232774","14","14q23.1-q23.2","long intergenic non-protein coding RNA 3033","ncRNA","LINC03033","long intergenic non-protein coding RNA 3033","O","lncRNA Cancer-associated fibroblast",20231010,"-",-0.141333,0.28746,0.114449,-0.552819,0.184491,0.141124,0.0255184,0.107788,-2.33191,0.413925,2.94379,0.608262
"13598","LINC03034",9606,283710,"-","-","HGNC:HGNC:54360|Ensembl:ENSG00000259772","15","15q13.3","long intergenic non-protein coding RNA 3034","ncRNA","LINC03034","long intergenic non-protein coding RNA 3034","O","-",20231010,"-",0,0,0.015311297276852,0,0,0.0152117995559003,0,0,0,0,0,0
"13599","LINC03036",9606,125177373,"-","TP53LC01","HGNC:HGNC:56220|Ensembl:ENSG00000229272","10","10q26.11","long intergenic non-protein coding RNA 3036","ncRNA","LINC03036","long intergenic non-protein coding RNA 3036","O","-",20231026,"-",0.114126,-0.108868,0.198001,-0.035616,-0.301165,0.423766,0.224525,0.197256,-1.43333,0.15188,-0.799085,-2.23057
"13600","LINC03039",9606,105377137,"-","LNCSIK1","HGNC:HGNC:56234","21","21q22.3","long intergenic non-protein coding RNA 3039","ncRNA","LINC03039","long intergenic non-protein coding RNA 3039","O","-",20231010,"-",1.3997,0,0.006162075582415,1.12355,0.0031097654956156,0.165688,-0.0054933951801643,-0.0030739624822689,2.12647,0.279475,-1.98258,0.14483
"13601","LINC03040",9606,221416,"-","C6orf223","HGNC:HGNC:28692|Ensembl:ENSG00000181577|AllianceGenome:HGNC:28692","6","6p21.1","long intergenic non-protein coding RNA 3040","ncRNA","LINC03040","long intergenic non-protein coding RNA 3040","O","uncharacterized protein C6orf223",20231010,"-",0.0977402,0.0645829,0.382157,0.334763,-0.791593,1.26614,0.882723,0.860708,0.123689,-0.234,0.350492,0.474131
"13602","LINC03041",9606,100129385,"-","C9orf92|Em:AL513424.1","HGNC:HGNC:19054|Ensembl:ENSG00000205549|AllianceGenome:HGNC:19054","9","9p22.3","long intergenic non-protein coding RNA 3041","ncRNA","LINC03041","long intergenic non-protein coding RNA 3041","O","-",20231010,"-",-0.366777,0,-1.28645,0.0495955014147888,0,0.0599621341349458,0.14289697827252,0,0,-0.0636086900478261,0,0
"13603","LINC03042",9606,389649,"-","C8orf86","HGNC:HGNC:33774|Ensembl:ENSG00000196166|AllianceGenome:HGNC:33774","8","8p11.22","long intergenic non-protein coding RNA 3042","ncRNA","LINC03042","long intergenic non-protein coding RNA 3042","O","uncharacterized protein C8orf86",20231010,"-",0,0,0.0073167544679375,0,0,0.275184,-0.0060541725692869,0,0,0,0,0
"13604","LINC03044",9606,105375674,"-","Lnc524369","HGNC:HGNC:56250","8","8q22.3","long intergenic non-protein coding RNA 3044","ncRNA","LINC03044","long intergenic non-protein coding RNA 3044","O","KB-1460A1.1",20231010,"-",-0.0718623999999999,-0.0443070999999999,-0.0171412999999999,-0.251693,0.406453,0.0698847,0.0858547,-0.446108,-0.00993921,0.182413,0.172456,0.162126
"13605","LINC03046",9606,125775240,"-","-","HGNC:HGNC:56262|Ensembl:ENSG00000224817","10","10q24.32","long intergenic non-protein coding RNA 3046","ncRNA","LINC03046","long intergenic non-protein coding RNA 3046","O","-",20231026,"-",-0.0498808131950398,0,0,-0.015680677851585,0.0192566916112562,0,0,-0.0190374457431784,0.229941,-1.68739,-0.0104847,0.219502
"13606","LINC03047",9606,107986898,"-","KB-1980E6.3","HGNC:HGNC:56265|Ensembl:ENSG00000253633","8","8q22.3","long intergenic non-protein coding RNA 3047","ncRNA","LINC03047","long intergenic non-protein coding RNA 3047","O","-",20231010,"-",-0.033250167332175,0,-0.0628325,0,0,-0.363726,-0.302041,0,0.324206,-0.0333914248924908,-0.709258,-0.385135
"13607","LINC03049",9606,126568845,"-","-","HGNC:HGNC:56282|Ensembl:ENSG00000271109","19","19q13.11","long intergenic non-protein coding RNA 3049","ncRNA","LINC03049","long intergenic non-protein coding RNA 3049","O","CTC-523E23.11",20231010,"-",1.03808,0.0741136999999999,-0.379216,-0.206285,0.121135,-0.0416824,0.336342,-0.0423656,0.0198371051773695,1.24705,0.290419,0.0241087210462478
"13608","LINC03050",9606,126568848,"-","-","HGNC:HGNC:56283|Ensembl:ENSG00000235725","2","2p14","long intergenic non-protein coding RNA 3050","ncRNA","LINC03050","long intergenic non-protein coding RNA 3050","O","-",20231026,"-",0,0.0091468007569138,0,0,0,0,0,0.0091701105334636,0,0,0,0
"13609","LINC03051",9606,127138867,"-","Lnc-LSAMP-1","HGNC:HGNC:56330|Ensembl:ENSG00000239268","3","3q13.32","long intergenic non-protein coding RNA 3051","ncRNA","LINC03051","long intergenic non-protein coding RNA 3051","O","-",20231010,"-",0,-0.00272009,0,0,-0.490926,0,0,0.492568,-0.447681,0,0.983891,0.537764
"13610","LINC03052",9606,127138865,"-","lncRNA799","HGNC:HGNC:56335|Ensembl:ENSG00000272913","2","2q11.1","long intergenic non-protein coding RNA 3052","ncRNA","LINC03052","long intergenic non-protein coding RNA 3052","O","-",20231108,"-",-1.32557,0.930071,0.596504,0.479576,-0.840428,0.132441,-0.465495,1.77655,-0.112893,-1.80291,-0.0066913888067435,-0.0072572129796535
"13611","LINC03053",9606,124905179,"-","-","HGNC:HGNC:56342|Ensembl:ENSG00000223486","X","Xp11.4","long intergenic non-protein coding RNA 3053","ncRNA","LINC03053","long intergenic non-protein coding RNA 3053","O","-",20231010,"-",0.0041392078489291,0.306206,-0.0043722216509021,-1.29399,-0.803054,0,0.0043698771720134,1.1143,-0.0159169861367321,0.0102039488907401,0,-0.0158516342149737
"13612","LINC03055",9606,105374902,"-","-","HGNC:HGNC:56352","6","6p25.1","long intergenic non-protein coding RNA 3055","ncRNA","LINC03055","long intergenic non-protein coding RNA 3055","O","-",20231010,"-",-0.0210232518748442,0,0,0,0,0,0,0,-0.0205613694379562,-0.0211129661939482,0,-0.0204579660128286
"13613","LINC03057",9606,127379715,"-","-","HGNC:HGNC:56359","17","17q21.32","long intergenic non-protein coding RNA 3057","ncRNA","LINC03057","long intergenic non-protein coding RNA 3057","O","lnc-HOXB8-1:2",20231010,"-",-1.37236,0,-0.294853,0.0051939928362624,0,1.02893,1.32304,0,-0.111582,-0.0134020995089987,-0.0940044999999999,-0.205805
"13614","LINC03060",9606,105375519,"-","-","HGNC:HGNC:56367|Ensembl:ENSG00000273297","7","7q33","long intergenic non-protein coding RNA 3060","ncRNA","LINC03060","long intergenic non-protein coding RNA 3060","O","-",20231010,"-",-0.0845728999999999,-0.395675,-0.0492231,-0.300868,0.172214,0.0215717,0.0696209,-0.563589,0.0403868,0.219258,0.136314,0.176467
"13615","LINC03061",9606,127379752,"-","-","HGNC:HGNC:56368","13","13q33.3","long intergenic non-protein coding RNA 3061","ncRNA","LINC03061","long intergenic non-protein coding RNA 3061","O","-",20231010,"-",0.149624,-0.0124447430002957,-0.240089,0.108768,-1.88464,-0.296807,-0.0578809999999999,-0.0033804835268781,-0.0750887,0.0435009,0.316582,0.241417
"13616","LINC03062",9606,100129066,"-","-","HGNC:HGNC:56369|Ensembl:ENSG00000237372","9","9q22.2","long intergenic non-protein coding RNA 3062","ncRNA","LINC03062","long intergenic non-protein coding RNA 3062","O","-",20231010,"-",0,2.05309,0,0,0.0342346,0,0,2.02225,0,0,0,0
"13617","LINC03063",9606,105374464,"-","-","HGNC:HGNC:56371|Ensembl:ENSG00000236213","2","2p22.2","long intergenic non-protein coding RNA 3063","ncRNA","LINC03063","long intergenic non-protein coding RNA 3063","O","-",20231026,"-",-0.355386,0.177526,-0.141963,-0.424197,-0.0128563686208111,0.304521,0.444773,0.0144155706591247,-2.20597,0.0722065,-0.013000623594431,-0.0592825872154752
"13618","LINC03064",9606,105371264,"-","-","HGNC:HGNC:56372|Ensembl:ENSG00000260963","16","16q12.2","long intergenic non-protein coding RNA 3064","ncRNA","LINC03064","long intergenic non-protein coding RNA 3064","O","-",20231010,"-",0,0,0,0,0,0,0,0,-0.376535,0,-0.40285,-0.7789
"13619","LINC03065",9606,105370833,"-","-","HGNC:HGNC:56373|Ensembl:ENSG00000276524","15","15q21.3","long intergenic non-protein coding RNA 3065","ncRNA","LINC03065","long intergenic non-protein coding RNA 3065","O","-",20231010,"-",-0.406302,0.38734,0.0274528,-0.84499,0.650725,0.293309,0.264754,-0.260161,0.448255,0.44124,-1.23496,-0.78743
