"","Symbol","X.tax_id","GeneID","LocusTag","Synonyms","dbXrefs","chromosome","map_location","description","type_of_gene","Symbol_from_nomenclature_authority","Full_name_from_nomenclature_authority","Nomenclature_status","Other_designations","Modification_date","Feature_type","H1975_Veh_vs_H1975_C36","H3255_Veh_vs_H3255_C36","H820_Veh_vs_H820_E07","H1975_Veh_vs_H1975_E07","H3255_E07_vs_H3255_C36","H820_Veh_vs_H820_C36","H820_E07_vs_H820_C36","H3255_Veh_vs_H3255_E07","A549_E07_vs_A549_C36","H1975_E07_vs_H1975_C36","A549_Veh_vs_A549_E07","A549_Veh_vs_A549_C36"
"50","ABCA7",9606,10347,"-","ABCA-SSN|ABCX|AD9","MIM:605414|HGNC:HGNC:37|Ensembl:ENSG00000064687|AllianceGenome:HGNC:37","19","19p13.3","ATP binding cassette subfamily A member 7","protein-coding","ABCA7","ATP binding cassette subfamily A member 7","O","phospholipid-transporting ATPase ABCA7|ATP-binding cassette sub-family A member 7|ATP-binding cassette, sub-family A (ABC1), member 7|autoantigen SS-N|macrophage ABC transporter",20231010,"-",0.110101,-0.0752755,-0.151971,-0.064085,0.0131402999999999,-0.00532188,0.145511,-0.0839198999999999,-0.0955675,0.176923,-0.089149,-0.185138
"51","ABCA8",9606,10351,"-","-","MIM:612505|HGNC:HGNC:38|Ensembl:ENSG00000141338|AllianceGenome:HGNC:38","17","17q24.2","ATP binding cassette subfamily A member 8","protein-coding","ABCA8","ATP binding cassette subfamily A member 8","O","ABC-type organic anion transporter ABCA8|ATP-binding cassette, sub-family A (ABC1), member 8",20231010,"-",-0.0075907887531376,0.0629822999999999,0,0,0.267008,0,0,-0.199482,1.40848,-0.0076330381905506,-0.489659,0.918213
"52","ABCA9",9606,10350,"-","EST640918","MIM:612507|HGNC:HGNC:39|Ensembl:ENSG00000154258|AllianceGenome:HGNC:39","17","17q24.2","ATP binding cassette subfamily A member 9","protein-coding","ABCA9","ATP binding cassette subfamily A member 9","O","ATP-binding cassette sub-family A member 9|ATP-binding cassette A9|ATP-binding cassette, sub-family A (ABC1), member 9",20231010,"-",0.0029547278664599,-0.0042147303648343,0,0.002964460498587,0.861458,0,0,-0.0076544925093129,-0.981291,0,0.298686,-0.685763
"53","ABCA9-AS1",9606,104355297,"-","-","HGNC:HGNC:39983|Ensembl:ENSG00000231749|AllianceGenome:HGNC:39983","17","17q24.2","ABCA9 antisense RNA 1","ncRNA","ABCA9-AS1","ABCA9 antisense RNA 1","O","ABCA9 antisense RNA 1 (non-protein coding)",20231010,"-",0,0,0,0,0.0333282695291176,0,0,-0.0329348959921775,0,0,0,0
"54","ABCB1",9606,5243,"-","ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1|p-170","MIM:171050|HGNC:HGNC:40|Ensembl:ENSG00000085563|AllianceGenome:HGNC:40","7","7q21.12","ATP binding cassette subfamily B member 1","protein-coding","ABCB1","ATP binding cassette subfamily B member 1","O","ATP-dependent translocase ABCB1|ATP-binding cassette, sub-family B (MDR/TAP), member 1|P-glycoprotein 1|colchicin sensitivity|doxorubicin resistance|multidrug resistance protein 1|phospholipid transporter ABCB1",20231113,"-",-0.0046419263588134,0.0109192615110032,0.0645936,0,0.0023628431625554,0.159172,0.0934627,2.23355,0.0408061999999999,-0.0046680125417906,0.027613,0.0683357
"55","ABCB10",9606,23456,"-","EST20237|M-ABC2|MTABC2","MIM:605454|HGNC:HGNC:41|Ensembl:ENSG00000135776|AllianceGenome:HGNC:41","1","1q42.13","ATP binding cassette subfamily B member 10","protein-coding","ABCB10","ATP binding cassette subfamily B member 10","O","ATP-binding cassette sub-family B member 10, mitochondrial|ABC transporter 10 protein|ABC-me protein|ABC-mitochondrial erythroid protein|ATP-binding cassette transporter 10|ATP-binding cassette, sub-family B (MDR/TAP), member 10|mitochondrial ATP-binding cassette 2",20231105,"-",0.0974754999999999,0.00533276,-0.0300187999999999,0.203486,-0.0466036,0.0157162,0.0445433,0.0565442,0.128939,-0.103302,0.0358729,0.164512
"56","ABCB10P1",9606,56476,"-","ABCB10P|ABCB10P2|M-ABC2|MABC2","HGNC:HGNC:14114|AllianceGenome:HGNC:14114","15","15q11.2","ABCB10 pseudogene 1","pseudo","ABCB10P1","ABCB10 pseudogene 1","O","ATP binding cassette subfamily B member 10 pseudogene 1|ATP-binding cassette, sub-family B (MDR/TAP), member 10 pseudogene 1|ATP-binding cassette, sub-family B (MDR/TAP), member 10 pseudogene 2",20231010,"-",0,0,0,-0.0028274489411954,0,0,0,0,0,0.002836952054278,0,0
"57","ABCB10P3",9606,728248,"-","-","HGNC:HGNC:31129|Ensembl:ENSG00000261524|AllianceGenome:HGNC:31129","15","15q13.1","ABCB10 pseudogene 3","pseudo","ABCB10P3","ABCB10 pseudogene 3","O","ATP binding cassette subfamily B member 10 pseudogene 3|ATP-binding cassette, sub-family B (MDR/TAP), member 10 pseudogene 3",20231108,"-",0,0.0096711366645738,0.881257,-0.0046468301370379,0,0.025837044419558,0.0141570159152693,0.0096925177053461,0.0058483428990202,0.0046624473372625,-0.0058102943832633,0
"58","ABCB11",9606,8647,"-","ABC16|BRIC2|BSEP|PFIC-2|PFIC2|PGY4|SPGP","MIM:603201|HGNC:HGNC:42|Ensembl:ENSG00000073734|AllianceGenome:HGNC:42","2","2q31.1","ATP binding cassette subfamily B member 11","protein-coding","ABCB11","ATP binding cassette subfamily B member 11","O","bile salt export pump|ABC member 16, MDR/TAP subfamily|ATP-binding cassette sub-family B member 11|ATP-binding cassette, sub-family B (MDR/TAP), member 11|progressive familial intrahepatic cholestasis 2|sister p-glycoprotein",20231114,"-",0.0043840159040816,0.0182540102283745,-0.246431,0.0044029296575833,0.0041236712982074,-0.770401,-0.525821,2.17469,-0.0096330025338476,0,0.008079164950292,-0.243966
"59","ABCB4",9606,5244,"-","ABC21|GBD1|ICP3|MDR2|MDR2/3|MDR3|PFIC-3|PGY3","MIM:171060|HGNC:HGNC:45|Ensembl:ENSG00000005471|AllianceGenome:HGNC:45","7","7q21.12","ATP binding cassette subfamily B member 4","protein-coding","ABCB4","ATP binding cassette subfamily B member 4","O","phosphatidylcholine translocator ABCB4|ATP-binding cassette sub-family B member 4|ATP-binding cassette, sub-family B (MDR/TAP), member 4|P-glycoprotein 3|P-glycoprotein-3/multiple drug resistance-3|multidrug resistance protein 3|multiple drug resistance 3",20231010,"-",-0.304127,0.0850158,0.00245926,-0.658031,-0.358764,-0.134646,-0.138233,0.448323,-0.489548,0.35647,0.714335,0.223469
"60","ABCB5",9606,340273,"-","ABCB5alpha|ABCB5beta|EST422562","MIM:611785|HGNC:HGNC:46|Ensembl:ENSG00000004846|AllianceGenome:HGNC:46","7","7p21.1","ATP binding cassette subfamily B member 5","protein-coding","ABCB5","ATP binding cassette subfamily B member 5","O","ATP-binding cassette sub-family B member 5|ABCB5 P-gp|ATP-binding cassette protein|ATP-binding cassette, sub-family B (MDR/TAP), member 5|P-glycoprotein ABCB5",20231030,"-",0,-1.22518,-0.0023756044665216,0,1.20073,-0.003052339162472,-0.373163,-2.42154,-0.154695,0,-0.0806231,-0.234845
"61","ABCB6",9606,10058,"-","ABC|LAN|MTABC3|PRP|umat","MIM:605452|HGNC:HGNC:47|Ensembl:ENSG00000115657|AllianceGenome:HGNC:47","2","2q35","ATP binding cassette subfamily B member 6 (Langereis blood group)","protein-coding","ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group)","O","ATP-binding cassette sub-family B member 6|ABC-type heme transporter ABCB6|ATP-binding cassette half-transporter|ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)|P-glycoprotein-related protein|mitochondrial ABC transporter 3|mt-ABC transporter 3|ubiquitously-expressed mammalian ABC half transporter",20231010,"-",-0.0664757,-0.0663184999999999,-0.0989432,-0.0781263999999999,-0.101551,-0.147047,-0.0492151,0.0397441999999999,-0.00695976,0.0143151,-0.0364568,-0.0436197
"62","ABCB7",9606,22,"-","ABC7|ASAT|Atm1p|EST140535","MIM:300135|HGNC:HGNC:48|Ensembl:ENSG00000131269|AllianceGenome:HGNC:48","X","Xq13.3","ATP binding cassette subfamily B member 7","protein-coding","ABCB7","ATP binding cassette subfamily B member 7","O","iron-sulfur clusters transporter ABCB7, mitochondrial|ABC transporter 7 protein|ATP-binding cassette sub-family B member 7, mitochondrial|ATP-binding cassette transporter 7|ATP-binding cassette, sub-family B (MDR/TAP), member 7",20231010,"-",-0.0157282999999999,0.125766,0.0142547,-0.0644703,0.00496421,0.00656537,-0.00886389,0.125201,0.0240141,0.0513613,-0.00578904,0.0180095
"63","ABCB8",9606,11194,"-","EST328128|M-ABC1|MABC1|MITOSUR","MIM:605464|HGNC:HGNC:49|Ensembl:ENSG00000197150|AllianceGenome:HGNC:49","7","7q36.1","ATP binding cassette subfamily B member 8","protein-coding","ABCB8","ATP binding cassette subfamily B member 8","O","mitochondrial potassium channel ATP-binding subunit|ATP-binding cassette sub-family B member 8, mitochondrial|ATP-binding cassette, sub-family B (MDR/TAP), member 8|mitochondrial ABC protein|mitochondrial ATP-binding cassette 1|mitochondrial sulfonylurea-receptor",20231010,"-",-0.000890386,0.0481163,-0.00684105,-0.0336538,0.0938363999999999,0.0731822,0.078856,-0.0411346,-0.0221508,0.0354898,0.0680023,0.0455488
"64","ABCB9",9606,23457,"-","EST122234|TAPL","MIM:605453|HGNC:HGNC:50|Ensembl:ENSG00000150967|AllianceGenome:HGNC:50","12","12q24.31","ATP binding cassette subfamily B member 9","protein-coding","ABCB9","ATP binding cassette subfamily B member 9","O","ABC-type oligopeptide transporter ABCB9|ABC transporter 9 protein|ATP-binding cassette sub-family B member 9|ATP-binding cassette, sub-family B (MDR/TAP), member 9|TAP-like protein",20231010,"-",-0.0828167,-0.200019,-0.112075,-0.229867,-0.216562,-0.105073,0.00581283,0.0211199,0.0178233,0.149729,-0.0516794,-0.0341611999999999
"65","ABCC1",9606,4363,"-","ABC29|ABCC|DFNA77|GS-X|MRP|MRP1","MIM:158343|HGNC:HGNC:51|Ensembl:ENSG00000103222|AllianceGenome:HGNC:51","16","16p13.11","ATP binding cassette subfamily C member 1 (ABCC1 blood group)","protein-coding","ABCC1","ATP binding cassette subfamily C member 1 (ABCC1 blood group)","O","multidrug resistance-associated protein 1|ATP-binding cassette transporter variant ABCC1delta-ex13|ATP-binding cassette transporter variant ABCC1delta-ex13&14|ATP-binding cassette transporter variant ABCC1delta-ex25|ATP-binding cassette transporter variant ABCC1delta-ex25&26|ATP-binding cassette, sub-family C (CFTR/MRP), member 1|LTC4 transporter|glutathione S-conjugate export pump|glutathione-S-conjugate-translocating ATPase ABCC1|leukotriene C(4) transporter",20231108,"-",0.133652,0.0501560999999999,-0.106059,-0.202153,-0.150285,-0.0854371,0.0194942,0.205099,0.19234,0.338324,0.101053,0.29303
"66","ABCC10",9606,89845,"-","EST182763|MRP7|SIMRP7","MIM:612509|HGNC:HGNC:52|Ensembl:ENSG00000124574|AllianceGenome:HGNC:52","6","6p21.1","ATP binding cassette subfamily C member 10","protein-coding","ABCC10","ATP binding cassette subfamily C member 10","O","ATP-binding cassette sub-family C member 10|ATP-binding cassette, sub-family C (CFTR/MRP), member 10|multidrug resistance-associated protein 7",20231010,"-",-0.0934187,-0.029237,-0.0887998,-0.0627022,0.142548,0.0154222999999999,0.103072,-0.167238,-0.0155947,-0.028031,0.0385070999999999,0.022732
"67","ABCC11",9606,85320,"-","EWWD|MRP8|WW","MIM:607040|HGNC:HGNC:14639|Ensembl:ENSG00000121270|AllianceGenome:HGNC:14639","16","16q12.1","ATP binding cassette subfamily C member 11","protein-coding","ABCC11","ATP binding cassette subfamily C member 11","O","ATP-binding cassette sub-family C member 11|ATP-binding cassette protein C11|ATP-binding cassette transporter MRP8|ATP-binding cassette transporter sub-family C member 11|ATP-binding cassette, sub-family C (CFTR/MRP), member 11|multi-resistance protein 8|multidrug resistance-associated protein 8",20231010,"-",-0.128606,-0.321045,0.0118146,-0.148071,0.525801,0.222557,0.209354,-0.842744,0.0331928,0.0227643,-0.218411,-0.186043
"68","ABCC12",9606,94160,"-","MRP9","MIM:607041|HGNC:HGNC:14640|Ensembl:ENSG00000140798|AllianceGenome:HGNC:14640","16","16q12.1","ATP binding cassette subfamily C member 12","protein-coding","ABCC12","ATP binding cassette subfamily C member 12","O","ATP-binding cassette sub-family C member 12|ATP-binding cassette transporter sub-family C member 12|ATP-binding cassette, sub-family C (CFTR/MRP), member 12|multidrug resistance-associated protein 9",20231010,"-",-0.0832532,0,0.0043887623446151,0.835275,0,0.0043627142619916,0,0,0.0053000484542983,-0.916937,0.461874,0.0072702899250059
"69","ABCC13",9606,150000,"-","ABCC13P|C21orf73|PRED6","MIM:608835|HGNC:HGNC:16022|Ensembl:ENSG00000291052|AllianceGenome:HGNC:16022","21","21q11.2","ATP binding cassette subfamily C member 13 (pseudogene)","pseudo","ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)","O","ATP-binding cassette protein C13|ATP-binding cassette transporter C13|ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene",20231010,"-",0,1.10765,0.952813,0,0.381401,0.620633,-0.333621,0.730638,0,0,0,0
"70","ABCC2",9606,1244,"-","ABC30|CMOAT|DJS|MRP2|cMRP","MIM:601107|HGNC:HGNC:53|Ensembl:ENSG00000023839|AllianceGenome:HGNC:53","10","10q24.2","ATP binding cassette subfamily C member 2","protein-coding","ABCC2","ATP binding cassette subfamily C member 2","O","ATP-binding cassette sub-family C member 2|ATP-binding cassette, sub-family C (CFTR/MRP), member 2|canalicular multidrug resistance protein|canalicular multispecific organic anion transporter 1|multidrug resistance-associated protein 2",20231010,"-",0.251686,0.214064,0.0983112,-0.217787,-0.10351,0.161762,0.0624039999999999,0.322263,0.0405339,0.472028,0.0111052,0.0513702
"71","ABCC3",9606,8714,"-","ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2","MIM:604323|HGNC:HGNC:54|Ensembl:ENSG00000108846|AllianceGenome:HGNC:54","17","17q21.33","ATP binding cassette subfamily C member 3","protein-coding","ABCC3","ATP binding cassette subfamily C member 3","O","ATP-binding cassette sub-family C member 3|ATP-binding cassette, sub-family C (CFTR/MRP), member 3|canalicular multispecific organic anion transporter 2|canicular multispecific organic anion transporter|multi-specific organic anion transporter D|multidrug resistance associated protein|multidrug resistance-associated protein 3",20231010,"-",0.0119899,0.0146208,0.199735,-0.00595597,-0.104177,0.201517,0.000687098,0.123346,0.0176849,0.020746,-0.0499086,-0.0324185
"72","ABCC4",9606,10257,"-","MOAT-B|MOATB|MRP4","MIM:605250|HGNC:HGNC:55|Ensembl:ENSG00000125257|AllianceGenome:HGNC:55","13","13q32.1","ATP binding cassette subfamily C member 4 (PEL blood group)","protein-coding","ABCC4","ATP binding cassette subfamily C member 4 (PEL blood group)","O","ATP-binding cassette sub-family C member 4|MRP/cMOAT-related ABC transporter|bA464I2.1 (ATP-binding cassette, sub-family C (CFTR/MRP), member 4)|canalicular multispecific organic anion transporter (ABC superfamily)|multi-specific organic anion transporter B|multidrug resistance-associated protein 4",20231113,"-",0.153532,0.00101908,0.00547046,0.110632,-0.0244567,-0.010851,-0.0175202,0.0300374,0.163117,0.0455188,0.0996918,0.262507
"73","ABCC5",9606,10057,"-","ABC33|EST277145|MOAT-C|MOATC|MRP5|SMRP|pABC11","MIM:605251|HGNC:HGNC:56|Ensembl:ENSG00000114770|AllianceGenome:HGNC:56","3","3q27.1","ATP binding cassette subfamily C member 5","protein-coding","ABCC5","ATP binding cassette subfamily C member 5","O","ATP-binding cassette sub-family C member 5|ATP-binding cassette, sub-family C (CFTR/MRP), member 5|canalicular multispecific organic anion transporter C|multi-specific organic anion transporter C|multidrug resistance-associated protein 5",20231105,"-",-0.0609998,-0.0268281,-0.133245,0.0387509,0.348853,-0.138881,-0.00680813,-0.371088,-0.016719,-0.0970781999999999,-0.122902,-0.139803
"74","ABCC5-AS1",9606,100873982,"-","-","HGNC:HGNC:40055|Ensembl:ENSG00000223882|AllianceGenome:HGNC:40055","3","3q27.1","ABCC5 antisense RNA 1","ncRNA","ABCC5-AS1","ABCC5 antisense RNA 1","O","ABCC5 antisense RNA 1 (non-protein coding)",20231010,"-",0.384288,0,1.50847,0.321476,0.0386192111008127,0.092452513032359,0.0333353182558421,-0.0382029715940396,0,0.063092,0,0
"75","ABCC6",9606,368,"-","ABC34|ARA|EST349056|GACI2|MLP1|MOAT-E|MOATE|MRP6|PXE|PXE1|URG7","MIM:603234|HGNC:HGNC:57|Ensembl:ENSG00000091262|AllianceGenome:HGNC:57","16","16p13.11","ATP binding cassette subfamily C member 6","protein-coding","ABCC6","ATP binding cassette subfamily C member 6","O","ATP-binding cassette sub-family C member 6|URG7 protein|ATP-binding cassette, sub-family C (CFTR/MRP), member 6|anthracycline resistance-associated protein|multi-specific organic anion transporter E|multidrug resistance-associated protein 6",20231108,"-",0,1.75635,-0.0119617,0,4.0369,-0.488997,-0.47806,-2.27651,0.723413,0,0.807987,1.53316
"76","ABCC6P1",9606,653190,"-","-","HGNC:HGNC:33352|Ensembl:ENSG00000291057|AllianceGenome:HGNC:33352","16","16p12.3","ATP binding cassette subfamily C member 6 pseudogene 1","pseudo","ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1","O","ATP binding cassette subfamily C member 6 pseudogene 1 (functional)|ATP-binding cassette, sub-family C, member 6 pseudogene 1 (functional)",20231010,"-",1.03811,0.0302211,0.122357,0.719574,-0.0877998,0.187828,0.0642848,0.122722,1.25179,0.317904,-0.55853,0.693418
"77","ABCC6P2",9606,730013,"-","-","HGNC:HGNC:33353|Ensembl:ENSG00000290943|AllianceGenome:HGNC:33353","16","16p13.11","ATP binding cassette subfamily C member 6 pseudogene 2","pseudo","ABCC6P2","ATP binding cassette subfamily C member 6 pseudogene 2","O","ATP-binding cassette, sub-family C, member 6 pseudogene 2",20231108,"-",0.626881,0.234106,0.143469176153961,-0.311473,2.77883,-0.115818,-0.154813897388855,-2.54004,0.732787,0.940907,2.37964,3.11209
"78","ABCC8",9606,6833,"-","ABC36|HHF1|HI|HRINS|MRP8|PHHI|PNDM3|SUR|SUR1|SUR1delta2|TNDM2","MIM:600509|HGNC:HGNC:59|Ensembl:ENSG00000006071|AllianceGenome:HGNC:59","11","11p15.1","ATP binding cassette subfamily C member 8","protein-coding","ABCC8","ATP binding cassette subfamily C member 8","O","ATP-binding cassette sub-family C member 8|ATP-binding cassette transporter sub-family C member 8|ATP-binding cassette, sub-family C (CFTR/MRP), member 8|sulfonylurea receptor (hyperinsulinemia)|sulfonylurea receptor 1",20231111,"-",1.44166,0,0,0.0156929508531201,0,0,0,0,-0.0932251,-0.0057947039727492,-0.0517481999999999,-0.144787
"79","ABCC9",9606,10060,"-","ABC37|ATFB12|CANTU|CMD1O|IDMYS|SUR2","MIM:601439|HGNC:HGNC:60|Ensembl:ENSG00000069431|AllianceGenome:HGNC:60","12","12p12.1","ATP binding cassette subfamily C member 9","protein-coding","ABCC9","ATP binding cassette subfamily C member 9","O","ATP-binding cassette sub-family C member 9|ATP-binding cassette transporter sub-family C member 9|ATP-binding cassette, sub-family C (CFTR/MRP), member 9|sulfonylurea receptor 2",20231010,"-",0.353309,0.157551,0.0205394,0.529054,0.358069,-0.321983,-0.343844,-0.195862,0.451064,-0.172789,-0.468016,-0.0164688
"80","ABCD1",9606,215,"-","ABC42|ALD|ALDP|AMN","MIM:300371|HGNC:HGNC:61|Ensembl:ENSG00000101986|AllianceGenome:HGNC:61","X","Xq28","ATP binding cassette subfamily D member 1","protein-coding","ABCD1","ATP binding cassette subfamily D member 1","O","ATP-binding cassette sub-family D member 1|ATP-binding cassette, sub-family D (ALD), member 1|adrenoleukodystrophy protein",20231105,"-",-0.0918137,-0.148014,-0.00381297,-0.183682,0.0672159,0.00553144,0.00817908,-0.210571,-0.0288127,0.0945181,-0.168448,-0.197535
"81","ABCD1P1",9606,23785,"-","-","HGNC:HGNC:62|AllianceGenome:HGNC:62","2","2p11.2","ATP binding cassette subfamily D member 1 pseudogene 1","pseudo","ABCD1P1","ATP binding cassette subfamily D member 1 pseudogene 1","O","ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 1",20231010,"-",0,0,-0.0014109940911256,0,0,0,0.0014076301286287,0,0,0,0,0
"82","ABCD1P5",9606,642762,"-","-","HGNC:HGNC:42662|AllianceGenome:HGNC:42662","2","2p11.1","ATP binding cassette subfamily D member 1 pseudogene 5","pseudo","ABCD1P5","ATP binding cassette subfamily D member 1 pseudogene 5","O","ATP-binding cassette, sub-family D (ALD), member 1 pseudogene|ATP-binding cassette, sub-family D (ALD), member 1, pseudogene 5|ATP-binding cassette, sub-family D-like pseudogene|hCG2042779",20231010,"-",0,0,0,0,0,0,0,0,0,0,0.0216966128442403,0.0217679533505057
"83","ABCD2",9606,225,"-","ABC39|ALDL1|ALDR|ALDRP|hALDR","MIM:601081|HGNC:HGNC:66|Ensembl:ENSG00000173208|AllianceGenome:HGNC:66","12","12q12","ATP binding cassette subfamily D member 2","protein-coding","ABCD2","ATP binding cassette subfamily D member 2","O","ATP-binding cassette sub-family D member 2|ATP-binding cassette, sub-family D (ALD), member 2|adrenoleukodystrophy-like 1|adrenoleukodystrophy-related protein",20231010,"-",0.654618,-0.285988,0.505714,0.202863,-0.850433,0.136355,-0.370882,0.568913,0.40593,0.454436,-0.178776,0.225859
