gene	cell_line	condition	regulation	p_value	q_value	A549_C36_vs_Veh	A549_E07_vs_C36	A549_E07_vs_Veh	H1975_C36_vs_Veh	H1975_E07_vs_C36	H1975_E07_vs_Veh	H3255_C36_vs_Veh	H3255_E07_vs_C36	H3255_E07_vs_Veh	H820_C36_vs_Veh	H820_E07_vs_C36	H820_E07_vs_Veh
STC1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-2.1352900000000004			
STC1	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.622979
STEAP1B-AS1	H1975	E07_vs_Veh	downregulated	0.00015	0.00493931						-0.5051770000000001						
STEAP1B-AS1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.6748270000000001			
STEAP4	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.575825							
STING1-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-2.13331								
STING1-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.39163							
STING1-2	H1975	E07_vs_Veh	downregulated	0.0002	0.00635906						-0.744266						
STING1-2	H3255	E07_vs_Veh	upregulated	0.00235	0.0187067									1.13189			
STK31	H1975	E07_vs_C36	upregulated	0.0007	0.0154062					0.7214550000000001							
STX11	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.749558
STX1A	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.628681				
STX1A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.505307			
STYXL2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.0532							
STYXL2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.6064649999999999						
SULF1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.645767				
SULT1C2	H3255	E07_vs_C36	upregulated	0.00185	0.0162602								0.565811				
SULT1E1	H3255	E07_vs_C36	upregulated	0.004	0.0301536								0.964697				
SULT2B1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.599514				
SUMO2P21	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.594603
SUMO2P6	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				0.8194290000000001								
SUMO2P6	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.516622							
SUMO2P6	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.791043	
SUMO2P6	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.653579
SURF1-2	A549	C36_vs_Veh	downregulated	0.0002	0.00965306	-2.19429											
SURF1-2	A549	E07_vs_Veh	downregulated	0.00015	0.0113993			-2.91185									
SURF1-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.38449							
SURF1-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.96331						
SURF1-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-3.08948					
SURF1-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								3.51499				
SURF2-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				3.15373								
SURF2-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-3.4167300000000003							
SURF2-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-2.53454				
SURF2-2	H3255	E07_vs_Veh	downregulated	0.0016	0.0137748									-1.81995			
SURF4-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-0.8821459999999999										
SURF4-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.73678								
SURF4-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.72911							
SURF4-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.804188					
SURF4-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.645822		
SURF6-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.8382930000000001							
SURF6-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.1342299999999998						
SURF6-2	H820	E07_vs_Veh	downregulated	0.001	0.0399007												-0.53705
SUSD2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.904573							
SUSD2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.8292940000000001						
SUSD2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.516501				
SVOPL	H3255	E07_vs_C36	upregulated	0.0014	0.0129037								0.8616450000000001				
SYBU	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.904463				
SYBU	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.937887			
SYCE3	H1975	E07_vs_Veh	upregulated	0.0015	0.029647						0.633564						
SYDE2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.562558				
SYNE3	H820	E07_vs_Veh	downregulated	0.0001	0.00551569												-0.5533100000000001
SYNPO2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.839133							
SYNPO2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.705067						
SYNRG	H3255	E07_vs_Veh	downregulated	0.00015	0.00192713									-0.532066			
SYNRG	H820	E07_vs_Veh	downregulated	0.0001	0.00551569												-0.549904
SYT11	H1975	E07_vs_Veh	upregulated	0.0001	0.00359652						0.567149						
SYT12	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.896917				
SYT12	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.08196			
SYT12	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.615599	
SYT16	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.5035069999999999				
SYT16	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.643275			
SYTL5	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.02031				
SYTL5	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.10095			
TADA2A-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										2.12278		
TADA2A-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-2.55988	
TAF15-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	3.16374											
TAF15-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			3.51876									
TAF15-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.670848								
TAF15-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.8430620000000001							
TAF15-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.16542					
TAF15-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.6064200000000002				
TAF15-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.70331		
TAF15-2	H820	E07_vs_C36	upregulated	0.00015	0.0126649											0.533866	
TAF15-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.16878
TAF4-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.08148								
TAF4-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.928591						
TAF4-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.43012					
TAF4-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.18467			
TAF4-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.76698		
TAF9-2	H3255	E07_vs_Veh	upregulated	0.0073	0.0457434									2.30926			
TAGLN2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.563056			
TAMM41	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.6089939999999999											
TAP2-4	H1975	C36_vs_Veh	downregulated	0.0001	0.00925397				-1.47918								
TAP2-4	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-2.46519						
TAP2-5	A549	E07_vs_C36	upregulated	0.0002	0.0166020999999999		2.80668										
TAP2-5	A549	E07_vs_Veh	upregulated	0.0005	0.0322089999999999			3.3609400000000003									
TAPBP-2	A549	C36_vs_Veh	downregulated	0.0015	0.0480319	-1.26629											
TAPBP-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-2.5810000000000004									
TAPBP-3	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.805178		
TAPBP-3	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.918426
TAPBP-4	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.73348											
TAPBP-4	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.72184									
TAPBP-4	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.7019400000000002							
TAPBP-4	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.53266						
TAPBP-4	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.8736729999999999				
TAPBP-4	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.901098			
TAPBP-4	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.833219	
TAPBP-4	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.836843
TARS1-DT	H3255	E07_vs_C36	upregulated	0.00015	0.00200108								0.621051				
TATDN1	A549	C36_vs_Veh	downregulated	0.0002	0.00965306	-1.1508200000000002											
TATDN1	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.20301										
TATDN1	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.33207								
TATDN1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.0109						
TBC1D10C	H1975	E07_vs_Veh	upregulated	0.0002	0.00635906						0.8972969999999999						
TBC1D8-AS1	H3255	E07_vs_C36	upregulated	0.0024	0.0198995								0.517165				
TBC1D9B	A549	E07_vs_C36	upregulated	5e-05	0.00476088		0.515649										
TBC1D9B	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.690029					
TBC1D9B	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.519345			
TBC1D9B	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.535615		
TBCD-2	H3255	E07_vs_C36	downregulated	0.0002	0.00257015								-0.535385				
TBCE-2	H820	C36_vs_Veh	downregulated	0.00035	0.0155876										-2.6197		
TBCE-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.38688	
TBL3-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.44348										
TBL3-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.957287									
TBL3-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.943554								
TBL3-2	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.944983						
TBL3-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.7216599999999995	
TBL3-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.01052
TBX19	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.5683520000000001				
TBX2-AS1	H820	C36_vs_Veh	downregulated	0.00035	0.0155876										-0.773666		
TBX4	H1975	E07_vs_Veh	upregulated	0.00275	0.0456193						0.7004859999999999						
TC2N-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.5325979999999999					
TC2N-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.665754				
TC2N-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.63044	
TCAF1-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.23584											
TCAF1-2	H820	C36_vs_Veh	upregulated	0.0004	0.0176264										0.8044319999999999		
TCAF1-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.09316	
TCAF1P1-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.6162											
TCAF1P1-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.60449										
TCEA3-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					2.72515							
TCEA3-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.85505						
TCEA3-2	H3255	E07_vs_C36	upregulated	0.0058	0.0401857								1.13198				
TCEA3-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.8074		
TCEA3-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.90849
TCF7L1-2	H820	C36_vs_Veh	upregulated	0.0001	0.00528513										1.59398		
TCF7L1-2	H820	E07_vs_C36	downregulated	0.00045	0.0344006999999999											-1.23082	
TCP11L2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.715741				
TDRD10	H3255	E07_vs_C36	upregulated	0.0074	0.0482213								1.2337				
TDRKH-AS1	H3255	E07_vs_Veh	upregulated	0.0021	0.0171563									0.510957			
TEK	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.984141				
TEP1	H1975	E07_vs_C36	downregulated	0.00095	0.0195555					-0.979107							
TEP1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.0731700000000002						
TEX19	A549	C36_vs_Veh	upregulated	0.00135	0.0443438	0.8001520000000001											
TEX22	H3255	E07_vs_C36	upregulated	0.00295	0.0234225								0.659683				
TFAP2D	H3255	E07_vs_Veh	downregulated	0.0005	0.00533008									-0.8698450000000001			
TFE3-2	A549	E07_vs_C36	upregulated	0.0001	0.00919716		0.5949720000000001										
TFE3-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.21548								
TFE3-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.8653350000000001						
TFEB	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.555602							
TFEB	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.632772						
TFPI2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.00548				
TFPI2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.02695			
TGFBR2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.521671			
TGFBR3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.7096			
TGFBR3	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.507682
TGM2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.505796											
TGM2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.5987020000000001							
THBS1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.5663600000000001			
THBS3	H3255	E07_vs_Veh	upregulated	0.0003	0.00348921									0.553747			
THNSL2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.980369				
THNSL2	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.731577			
TIMP4	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.503154						
TINF2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.04681						
TJP1	A549	E07_vs_C36	upregulated	5e-05	0.00476088		0.546987										
TJP1	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.518895									
TJP1-3	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.705703											
TJP1-3	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.09239									
TJP1-3	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-1.17023					
TJP1-3	H3255	E07_vs_Veh	downregulated	0.00045	0.00490265									-0.8412860000000001			
TJP3	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.962195							
TJP3	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.6845680000000001						
TLR3	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.600055			
TM4SF1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5051760000000001				
TM4SF1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.818971			
TM7SF2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.5831930000000001							
TM7SF2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.787892						
TM9SF1	A549	E07_vs_C36	upregulated	5e-05	0.00476088		0.969201										
TM9SF1	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.42933									
TM9SF1	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.88951								
TM9SF1	H1975	E07_vs_C36	downregulated	0.0006	0.013634					-0.583968							
TM9SF1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.3025						
TM9SF1	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.642934					
TM9SF1	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.0824	
TM9SF1	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.8717440000000001
TMC4	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.53958				
TMC4	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.53743			
TMC5	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.555517				
TMC6	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.544992				
TMC8	H3255	E07_vs_C36	downregulated	0.00325	0.0253544								-1.38032				
TMEM100	H1975	E07_vs_Veh	downregulated	0.00185	0.0342143						-0.5097430000000001						
TMEM125	H1975	E07_vs_Veh	upregulated	0.0015	0.029647						0.8490639999999999						
TMEM131-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.65988											
TMEM131-2	H1975	C36_vs_Veh	downregulated	0.00025	0.0207227				-0.618775								
TMEM131-2	H3255	C36_vs_Veh	downregulated	0.00025	0.017217							-1.13735					
TMEM131-2	H3255	E07_vs_Veh	downregulated	0.0005	0.00533008									-0.861718			
TMEM131-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.961746		
TMEM131-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.55967	
TMEM131-2	H820	E07_vs_Veh	downregulated	0.0005	0.0222079												-0.5966670000000001
TMEM14C	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.72188								
TMEM14C	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.30845						
TMEM14C	H820	E07_vs_Veh	downregulated	0.0008	0.0330940999999999												-0.970947
TMEM14C-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.10656										
TMEM14C-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			2.39364									
TMEM14C-2	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-2.03395					
TMEM14C-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.92313				
TMEM14C-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.5355299999999998		
TMEM14C-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.56257
TMEM156	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.620486				
TMEM156	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.683854			
TMEM158	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.8426379999999999							
TMEM158	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.729166						
TMEM160	A549	E07_vs_C36	upregulated	5e-05	0.00476088		0.524205										
TMEM163	H1975	E07_vs_C36	upregulated	0.0005	0.0117904					0.8420110000000001							
TMEM183AP2	H1975	E07_vs_Veh	downregulated	0.00295	0.0479402						-1.60919						
TMEM183AP2	H3255	E07_vs_Veh	downregulated	0.00395	0.0282492									-1.33474			
TMEM183BP	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.644698								
TMEM183BP	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.636753						
TMEM183BP	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.552124			
TMEM183BP	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.632742	
TMEM187	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.77753				
TMEM187	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.8325629999999999			
TMEM225B	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.82634				
TMEM225B	H3255	E07_vs_Veh	upregulated	0.00135	0.0120142									0.584222			
TMEM256-2	H1975	E07_vs_Veh	downregulated	0.0001	0.00359652						-3.87109						
TMEM50B-2	A549	C36_vs_Veh	upregulated	0.00025	0.011825	1.98028											
TMEM50B-2	A549	E07_vs_C36	downregulated	0.00015	0.0131959		-2.336										
TMEM63C	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.545478							
TMEM63C	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.515787						
TMEM86A	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.1669200000000002							
TMEM86A	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						1.09739						
TMEM8B	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.5327350000000001			
TMLHE	H3255	E07_vs_Veh	upregulated	0.00585	0.0385322									0.668241			
TMPRSS11E	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-0.8759629999999999					
TMPRSS11E	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.25253			
TMPRSS2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.04493				
TMPRSS2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.8314600000000001			
TMPRSS4	H1975	E07_vs_Veh	upregulated	0.00055	0.0144291						0.674556						
TMPRSS6	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.17183				
TMPRSS6	H3255	E07_vs_Veh	upregulated	0.00015	0.00192713									1.01596			
TMT1A	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.564692							
TNFAIP3	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.700337											
TNFAIP3	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.892395				
TNFAIP3	H3255	E07_vs_Veh	downregulated	0.00325	0.0243765									-0.508239			
TNFRSF10D	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.536355				
TNFRSF10D	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.527683			
TNFRSF11B	H3255	E07_vs_Veh	downregulated	0.00295	0.0224237									-1.28756			
TNFRSF12A	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.8657940000000001				
TNFRSF12A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.927895			
TNFRSF14	H1975	E07_vs_C36	upregulated	0.0002	0.00562605					2.1236900000000003							
TNFRSF14	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.06687						
TNFRSF19	A549	C36_vs_Veh	downregulated	0.0015	0.0480319	-0.515837											
TNFRSF1A	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.6017779999999999				
TNFRSF1A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.525868			
TNFRSF1B	A549	C36_vs_Veh	upregulated	0.0002	0.00965306	0.506792											
TNFRSF1B	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.558705				
TNFRSF6B	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.83757							
TNFRSF6B	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.676693						
TNFSF10	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.601234											
TNFSF10	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.563954									
TNFSF10	H1975	C36_vs_Veh	downregulated	0.00035	0.0270863				-0.549958								
TNFSF10	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.13073							
TNFSF10	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.578363						
TNNC1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.538614				
TNRC6A	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-0.645385								
TOB2P1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.6492720000000001						
TOLLIP	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.86198										
TOLLIP	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.945932									
TOLLIP	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.5110200000000003								
TOLLIP	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.32353						
TOLLIP	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.26701					
TOLLIP	H3255	E07_vs_Veh	upregulated	0.0013	0.0116742									1.44531			
TONSL-2	H1975	E07_vs_Veh	downregulated	0.0016	0.0309951						-1.26951						
TONSL-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.23647	
TONSL-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												2.2511
TOP2A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.528467			
TOP3A	H3255	E07_vs_Veh	upregulated	0.00135	0.0120142									0.990306			
TOX-DT	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.502871				
TP53INP1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.771089				
TP53INP1	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.681909			
TPBG-2	H1975	E07_vs_C36	upregulated	0.00085	0.0179402					0.833425							
TPM3P8	H820	E07_vs_Veh	downregulated	0.00035	0.0162736												-0.52395
TPRKB-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	2.29271											
TPRKB-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.0579										
TPRKB-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.23511									
TPRKB-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.80857								
TPRKB-2	H1975	E07_vs_C36	upregulated	0.0003	0.00788153					0.97629							
TPRKB-2	H1975	E07_vs_Veh	downregulated	0.00055	0.0144291						-0.8360629999999999						
TPRKB-2	H3255	C36_vs_Veh	upregulated	0.00045	0.028597							1.15919					
TPRKB-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								2.03878				
TPRKB-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									3.19224			
TRAM2-AS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.524225				
TRANK1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.776546				
TRANK1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.0527			
TRAPPC12-2	A549	C36_vs_Veh	upregulated	0.0001	0.00520597	3.4946											
TRAPPC12-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					2.77057							
TRAPPC6A	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.581715			
TREM1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.30186				
TREM1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.2868			
TREX2	H3255	E07_vs_C36	upregulated	0.0058	0.0401857								0.549542				
TRIB1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.7376119999999999				
TRIB1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.718129			
TRIM22	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.5845859999999999											
TRIM26-3	A549	C36_vs_Veh	upregulated	0.0001	0.00520597	0.768303											
TRIM27-3	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.97754								
TRIM27-3	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.58374						
TRIM27-3	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-1.23129					
TRIM27-3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.81991			
TRIM3	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.959883				
TRIM3	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.836778			
TRIM46	H3255	E07_vs_Veh	upregulated	0.00735	0.0458933									0.509411			
TRIM54	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.7449640000000001		
TRIM54	H820	E07_vs_Veh	upregulated	0.00025	0.012266												0.588918
TRIM7	H1975	E07_vs_Veh	downregulated	0.0014	0.0281782						-0.589525						
TRIM8-DT	H3255	E07_vs_C36	downregulated	0.00405	0.0304024								-0.8601030000000001				
