gene,H1975_Veh_vs_H1975_C36,H3255_Veh_vs_H3255_C36,H820_Veh_vs_H820_E07,H1975_Veh_vs_H1975_E07,H3255_E07_vs_H3255_C36,H820_Veh_vs_H820_C36,H820_E07_vs_H820_C36,H3255_Veh_vs_H3255_E07,A549_E07_vs_A549_C36,H1975_E07_vs_H1975_C36,A549_Veh_vs_A549_E07,A549_Veh_vs_A549_C36
STIM2,0.00758659,-0.08224110000000001,0.1183319999999999,-0.0522263,-0.4674069999999999,0.02557,-0.0939134,0.389731,0.0142934,0.0623644,0.0309236,0.04506930000000001
STIM2-AS1,0.498691,0.364451,-2.95035,-0.466772,0.8954030000000001,-2.30704,0.642357,-0.526572,0.662748,0.968139,-0.00404547,0.659899
STIMATE,-0.107769,-0.0152882999999999,0.015552000000000002,0.0317114,0.25508600000000003,-0.017614400000000002,-0.034314300000000006,-0.265853,-0.08535,-0.1368,-0.034379900000000005,-0.119992
STIMATE-MUSTN1,-0.08506890172176201,0.0,0.0,0.0,0.0585518798809504,0.0,0.0,-0.0578668173148478,0.034626205112708995,-0.0854238404022826,-0.0344030844596524,0.0
STING1,0.0139420945174425,0.0,-0.367555,1.1188799999999999,0.0,1.15852,1.52465,0.0,0.0,0.0064885655663542,0.0,0.0
STING1-2,2.13331,-0.437101,0.0328136999999999,0.744266,0.698894,-0.117237,-0.151495,-1.13189,1.34578,1.39163,0.0676523999999999,1.4171
STIP1,0.0285238,0.015521100000000001,-0.0265206999999999,0.23139200000000001,-0.301442,-0.0363827,-0.0110139,0.321513,0.0467783,-0.200228,0.019040900000000003,0.0655931
STIP1P1,-0.0077000262705236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80007,-0.0077338204903675,-0.382659,1.4163700000000001
STIP1P2,-0.0107780488079129,1.12855,-0.0300413641234464,-0.0080311754958053,-0.0172221202670372,-0.0198450739200436,0.59317,0.0370414175353196,1.42086,-0.427126,-0.859511,0.561058
STIP1P3,-1.02909,-1.22953,0.2917619999999999,-0.149747,-0.740527,-0.870626,-1.16329,-0.484465,-0.2357989999999999,-0.875756,0.286247,0.0494151
STK10,0.0763679999999999,0.0386709,-0.10731500000000001,0.0577541999999999,0.287035,-0.0832172,0.0229698,-0.2437389999999999,-0.126694,0.0212875999999999,0.130665,0.00390079
STK11,0.00681507,0.0376989,0.0721311,-0.100164,-0.00535227,0.12621500000000002,0.052916,0.0475543,-0.0613923,0.10964000000000002,-0.045825,-0.107393
STK11IP,0.0164768,-0.0941034999999999,-0.0352245,-0.055668100000000005,-0.0233507999999999,-0.032432,0.0016160999999999,-0.0662036,0.032976,0.0748365,-0.0736687,-0.040924800000000004
STK16,-0.1138339999999999,0.00578206,0.0689266,-0.153591,0.1285869999999999,0.0909885,0.020906900000000003,-0.11831300000000002,0.0364766,0.042402300000000004,0.0681997,0.104402
STK16P1,0.630466,0.422059,-0.568952,0.48412,0.814997,-0.755861,-0.188288,-0.388779,-1.25566,0.148398,0.636444,-0.618908
STK17A,0.0508731,0.08680030000000001,-0.0470533,0.151352,-0.370107,-0.0391219,0.00676728,0.461426,0.0405506999999999,-0.0977807,-0.0766313,-0.0362579
STK17B,0.0988083,0.0343918,0.0879186,0.0362570999999999,-0.11489200000000001,0.08117310000000001,-0.00791831,0.153865,0.0760299,0.0651644,0.0383043,0.114087
STK19,-0.0124957181278108,-0.0107375954512098,0.0,0.0,-0.0108633050175925,0.0,0.0,0.0,-0.0136125852643181,-0.0125504814865784,0.0,-0.0135617925044783
STK19-4,-2.61413,-0.271348,-0.0584583680599088,-0.706418,-2.0271,-0.1589935883918941,-1.50406,1.75892,-0.0798141735005805,-1.9035099999999998,0.0359236776522152,-1.1629200000000002
STK19-5,-0.0216913545398444,0.0,0.0,-0.015272326964040999,0.0,0.0,0.0,0.0,0.0,-0.514437,0.0,0.0
STK19-6,0.0598202710643869,4.30915,-0.0096036094738797,0.0601009388371295,0.525573,0.0,0.0095909119453447,3.78588,0.0,0.0,0.0,0.0
STK24,0.26970500000000003,-0.0303442999999999,0.21331,0.542547,-0.0870732,0.15132400000000001,-0.063159,0.0612862,0.0679323,-0.269977,0.0395091,0.10732
STK24-AS1,0.37805300000000003,-0.609522,0.398572,-0.534304,0.400471,0.786099,0.386841,-1.00627,0.163089,0.9141389999999999,0.175825,0.338177
STK25,-0.0722131999999999,-0.0414695,-0.00343147,-0.0165495,0.0550244,-0.0177227999999999,-0.0154569999999999,-0.0919633,-0.0216042,-0.05293540000000001,-0.0385644,-0.0604571
STK26,-3.7679300000000002,-0.0142485,0.0267093999999999,0.0039298099883627,-0.185942,-0.012647,-0.0405254,0.176256,0.0652166999999999,-0.0526148248817332,-0.015258500000000001,0.0498283
STK3,0.0312212999999999,-0.051872900000000007,0.00139741,-0.014122200000000001,-0.184835,-0.00482096,-0.00736408,0.137484,0.174899,0.047994300000000004,-0.0832136999999999,0.0913479
STK31,0.378855,0.16029000000000002,-0.0503606999999999,-0.339828,0.382211,-0.186317,-0.137125,-0.217244,0.448805,0.7214550000000001,0.175399,0.623942
STK32A,-0.0199607,-0.0762072999999999,-0.0553681,-0.496564,0.141062,0.235421,0.289633,-0.21260700000000002,-0.7622760000000001,0.4794279999999999,-0.3815,-1.14245
STK32A-AS1,-0.0538975,-0.268813,0.358419,-0.2357739999999999,0.0268587,0.47808900000000004,0.11834700000000001,-0.290666,0.0,0.18468900000000002,0.0,0.0
STK32B,-0.46598100000000003,0.0,-0.8101520000000001,-0.561528,0.0,0.0624062,0.872016,0.0,-0.0350783,0.0977718,0.167156,0.131899
STK32C,0.0322154,0.1202319999999999,-0.0869317,0.06462240000000001,0.380484,0.0717823,0.157521,-0.2557,0.0044628,-0.029647700000000003,0.0737743,0.0781211
STK33,-0.0233453,-0.120636,0.107734,-0.0521683,-0.282099,0.03616130000000001,-0.07269760000000001,0.165856,-0.284369,0.0314045,-0.102012,-0.387392
STK35,-0.059443100000000006,-0.0534251999999999,0.0127183,-0.0397445,-0.168658,-0.00286304,-0.0167373,0.119795,-0.0598938,-0.0169579,0.054285,-0.0057883000000000006
STK36,-0.16733,-0.0588573,-0.122945,-0.09275560000000001,0.284706,-0.10493,0.016822,-0.338991,-0.0901044,-0.07185520000000001,-0.00625501,-0.0967221
STK38,0.0881891,0.0797132,-0.036068,-0.025679700000000003,0.339527,0.0603808999999999,0.09530280000000001,-0.255229,0.0360751999999999,0.116504,0.1407,0.176564
STK38L,-0.000928071,0.0016504000000000002,-0.24340100000000003,-0.00997297,0.0619361,-0.11333,0.128896,-0.0557646999999999,0.04294,0.011674,-0.055833400000000005,-0.013096100000000001
STK39,0.0908366999999999,0.0931821,-0.126316,0.251708,-0.388676,-0.0821929999999999,0.0429639,0.48647700000000005,0.17215,-0.158203,0.0437009,0.215629
STK4,-0.0557233,0.00749634,-0.0492729,0.0126009,0.000607633,-0.101286,-0.053184,0.0115027,-0.0518967,-0.0656728999999999,-0.07073810000000001,-0.122795
STK4-DT,-0.106948,0.191361,-0.241852,-0.357406,0.954636,0.0873556,0.327989,-0.758041,0.188392,0.252879,-0.0145845,0.173993
STK40,0.0105455,-0.0315933,0.015753,0.111674,-0.198416,-0.00179585,-0.018678900000000002,0.171404,-0.0577610999999999,-0.09854650000000001,-0.146405,-0.204273
STKLD1-2,1.97518,-0.0103218553775486,-0.0190721856215983,2.23985,-0.0104316454280659,0.0,0.0190531072673323,0.0,0.0057460062045846,-0.259284,-0.0056860405982799,0.0
STMN1,0.0285415,0.11661300000000001,0.0148637,0.163421,0.0499446,0.0381881999999999,0.0221496,0.071203,0.126676,-0.13229100000000002,0.0145257999999999,0.141032
STMN1P1,-0.732899,1.02729,1.53403,0.3169679999999999,0.358153,-0.2499809999999999,-1.7852700000000001,0.673117,-0.0766809,-1.0484,-0.0455384,-0.122181
STMN3,-0.104986,-0.114554,0.149342,0.288565,-0.421576,0.102181,-0.0483035,0.3115179999999999,-0.06403110000000001,-0.390853,0.378339,0.314305
STMP1,0.0765092,0.010592200000000001,0.0358703,0.0578889999999999,0.0227012,0.0220876,-0.0149511,-0.00753624,0.12103900000000001,0.0212687999999999,0.0241622999999999,0.1451069999999999
STN1,0.12369000000000001,0.07501060000000001,0.198693,-0.0266337,0.0416181999999999,0.23119800000000001,0.031298900000000004,0.037909500000000006,0.0736747,0.1529589999999999,0.11285,0.186374
STOM,0.123956,0.1421319999999999,-0.0200664,0.0389548,-0.0659027,-0.0119875,0.00691306,0.212601,0.0636024999999999,0.08768,-0.081544,-0.0181405
STOML1,-0.0632380999999999,-0.0235393,0.0865467,-0.245525,0.0364021999999999,0.170844,0.0831346999999999,-0.0553543,-0.021150400000000003,0.1849589999999999,-0.256662,-0.277986
STOML2,-0.0328519,-0.0182670999999999,0.049389800000000005,0.0689359,-0.157829,0.0966673,0.0461205,0.144072,0.0439772,-0.0991205,-0.0233238,0.0204725
STOML3,2.0666,0.0,0.0,-0.397357,0.0,-0.0086129812262126,-0.0086717784445151,0.0,0.0,2.4635599999999998,0.0,0.0
STON1,0.7370180000000001,0.09997360000000001,0.0330079999999999,-0.21309,0.755808,0.0311026,-0.00308713,-0.651807,-0.00466811,0.953068,-0.13861700000000002,0.0
STON1-GTF2A1L,-0.018026633169511003,0.0054472599343786,2.07043,-0.0126406098117284,0.00380103427448,0.876184,-1.1956,0.5392600000000001,8.206213603809642e-06,-0.5212979999999999,-7.458338982003725e-06,0.0
STON2,-0.014411600000000002,0.00571537,0.09747,-0.3130429999999999,0.2580739999999999,0.0471455,-0.0515105,-0.24772800000000003,-0.0479915,0.301225,-0.168215,-0.2163969999999999
STOX1,0.172215,-0.389063,0.347447,0.09865850000000001,-0.0539336,0.4523439999999999,0.103749,-0.33041,0.0354767,0.0762885,0.113579,0.148741
STOX2,0.05368490000000001,-0.136008,0.0325702999999999,-0.11081700000000001,0.44528,-0.013855200000000002,-0.0476681,-0.576453,-0.0634871,0.167062,0.180799,0.11716900000000001
STPG1,-0.0565895,-0.244655,-0.0582587,-0.147137,0.08846430000000001,0.0544605,0.11157,-0.328608,0.0194185999999999,0.0932297,-0.1476,-0.128384
STPG2,0.66694,-1.55243,-0.0472843,0.059146300000000006,0.723197,0.818786,0.864499,-2.27116,1.83975,0.612438,-2.3127299999999997,-0.470696
STPG3-AS1,-4.464180000000002,2.7864400000000002,1.9106299999999998,-4.78872,3.00564,-0.0933692,-2.00454,-0.2122389999999999,-1.8496299999999999,0.3291159999999999,0.7713399999999999,-1.0801100000000001
STPG4,-1.06837,-0.460096,-1.5210700000000001,1.03566,-1.35558,-3.17549,-1.6559400000000002,0.901508,1.15062,-2.10291,-0.9991049999999999,0.15237
STRA6,-1.02354,0.32371300000000003,0.341948,-1.06966,-0.6630590000000001,-0.43048400000000003,-0.773313,0.99141,-0.0510578,0.049293300000000005,0.448517,0.39915100000000003
STRA6LP,0.185256,0.00504136,0.22733000000000003,0.548168,-0.036743,0.41822,0.189833,0.0462446,0.12262200000000001,-0.36077,-0.603929,-0.480842
STRA8,0.0117295998118683,0.0,0.0,0.0117800564477273,0.0,0.0,0.0,0.0,0.0,0.0,0.0297242600887309,0.0298555473528512
STRADA,-0.190071,-0.144675,-0.0536289,-0.114444,0.05565610000000001,0.0100117,0.062492200000000005,-0.1957799999999999,0.0240353,-0.072861,-0.112668,-0.0887544
STRADB,0.0594531999999999,0.1008889999999999,-0.0127965,0.064185,0.00897942,-0.0171535999999999,-0.00553636,0.0964942,0.1363869999999999,-0.00212508,0.0415861,0.177808
STRADBP1,0.733591,-0.441162,0.531213,0.457509,-0.315711,0.490933,-0.0408897,-0.1212309999999999,-0.724957,0.279441,0.7288819999999999,0.00239097
STRAP,0.0066348999999999,0.0446224,0.00729862,0.145906,-0.11675,0.0104612,0.00200235,0.165904,0.0942086,-0.13662,0.0197395,0.113778
STRBP,0.0167317999999999,-0.049626300000000005,0.1636,0.0738878,-0.1366079999999999,0.164615,-0.0001733929999999,0.0915113999999999,0.136133,-0.0544553999999999,-0.0932414,0.0427330999999999
STRC,0.0445066,0.0023573266722845,-0.0026642304033245,1.07667,0.0,0.0,0.0026628047696839,0.0023659254743045,-0.15946400000000002,0.0,1.0384799999999998,0.8796649999999999
STRCP1,-0.0044563327044811,0.0,0.0,-0.0041316985369714,0.0,0.0,0.0,0.0,0.0022071202356092,-0.11221500000000001,-0.2327489999999999,0.001872959974527
STRIP1,0.0223131,-0.0310579,-0.0547261999999999,0.09397130000000001,0.00035152,-0.140734,-0.08717310000000002,-0.0267599,-0.131147,-0.0689426,0.138312,0.00710265
STRIP2,0.0406298,-0.00724465,-0.00488727,-0.019706900000000003,-0.016415,-0.0738495,-0.070069,0.0138717,0.124327,0.0629947,-0.2053699999999999,-0.081164
STRN,0.07938200000000001,-0.000119475,0.0541562,0.0615900999999999,-0.18076,0.012886000000000002,-0.0424385,0.185231,0.05871950000000001,0.020403900000000003,0.004901600000000001,0.0633596
STRN3,0.038580500000000004,0.0554881999999999,0.00653627,0.0314008,-0.15526800000000002,0.00322566,-0.00449194,0.215356,0.0664513,0.0098282999999999,-0.068451,-0.00204509
STRN4,-0.0780131,-0.101775,-0.0665563,0.059662400000000004,-0.20484000000000002,-0.0457884,0.019629,0.107636,-0.07018060000000001,-0.134973,-0.0228139,-0.0931461
STS,0.2579369999999999,-0.00761821,0.12376,0.0619476999999999,-0.304346,0.0231687,-0.101749,0.301286,0.08822510000000001,0.1986079999999999,-0.2470909999999999,-0.1590589999999999
STT3A,2.47986e-05,0.000933032,0.12884600000000002,0.0501714,-0.1421849999999999,0.0944533,-0.0355797,0.1476839999999999,0.036906800000000003,-0.0475077,0.00898224,0.0456767
STT3A-AS1,0.132602,-0.0404565061124733,1.50224,1.1199700000000001,-0.0409238435432245,0.1431857183545055,0.0524897660367601,0.0,-0.128127,-0.984526,0.8617739999999999,0.735816
STT3B,0.0763145,0.0782958999999999,0.0018558,0.101105,-0.147789,-0.0636896999999999,-0.0667232,0.230632,0.133185,-0.0221774,0.0381425,0.1711359999999999
STUB1,-0.0880474,-0.0688656999999999,0.0761431,-0.0269072,-0.056848300000000004,0.048166,-0.0291262,-0.00754292,0.00972903,-0.0584434999999999,-0.010425,-0.000872249
STUB1-DT,-1.6504900000000002,0.0,-1.2198,-2.03649,0.0,-0.7258760000000001,0.492073,0.0,-0.02432790693128,0.386323,0.0,-0.024205479050469
STUB1P1,-0.0229333451640263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023031033935657995,0.0,0.0
STUM,-0.372846,0.970532,-0.25818,0.0014055791742084,1.6882400000000002,0.337386,0.594675,-0.714839,-0.0017594618591061,-0.0018189424979037,0.0,-0.0017505424336615
STX10,-0.0381540999999999,0.0110529,0.10685,-0.000272538,-0.148803,0.227444,0.11936400000000001,0.164454,0.00809702,-0.0352123,-0.00786399,0.00010206700000000001
STX11,0.325788,0.0281897999999999,-0.749558,0.186024,0.188351,-0.312308,0.4360739999999999,-0.155434,-0.090642,0.14231400000000002,-0.23655700000000002,-0.327356
STX12,0.0749696,0.00520479,-0.128709,-0.024625900000000003,-0.0008531089999999,-0.0841248,0.043423500000000004,0.0106184,0.0566150999999999,0.10219,-0.093691,-0.0372635999999999
STX16,-0.0379894,-0.039109,-0.08996710000000001,0.0355838,-0.060935,-0.0625556,0.0262678,0.0264390999999999,-0.0806804,-0.0709433,-0.1144829999999999,-0.195319
STX16-NPEPL1,-0.328248,0.44253400000000004,0.660281,-0.335019,-0.480896,0.27421,-0.387454,0.9280120000000001,0.0659439,0.00921756,-0.21973800000000002,-0.153976
STX17,0.00364776,-0.0993601,0.0149574999999999,-0.07885460000000001,0.0298694,-0.0327075999999999,-0.0488339999999999,-0.124679,0.0512271999999999,0.0851422,-0.1303,-0.0793367
STX17-DT,0.4106649999999999,-0.184275,-0.678276,-0.12498800000000002,0.054858800000000006,-0.364088,0.313,-0.234195,-0.235204,0.539184,-0.266438,-0.501646
STX18,0.040429,-0.0319082,-0.019737400000000002,0.130298,-0.0173415,-0.0177931,0.0008084739999999,-0.0100172999999999,-0.00275578,-0.08723810000000001,-0.0168297,-0.0196845999999999
STX18-AS1,0.457952,-0.220413,-0.878576,0.215443,0.339225,-0.366843,0.510568,-0.55452,-0.326873,0.245048,-0.178646,-0.5057649999999999
STX18P1,-0.1791849999999999,-0.792455,0.0492441999999999,0.254232,0.652018,-0.539309,-0.58982,-1.43943,-0.692969,-0.430962,0.470688,-0.2219699999999999
STX19,0.296248,0.0393605,2.45152,-0.319248,0.0339832,1.68563,-0.766487,0.00995869,-0.139126,0.61846,0.55312,0.412963
STX1A,-0.196471,-0.127952,0.07634880000000001,-0.0155037,-0.628681,0.06990650000000001,-0.00761157,0.505307,-0.000887325,-0.178304,0.0931797,0.0921571
STX1B,-0.249926,0.0105996,-0.242269,-0.341114,-0.156592,-0.0727684,0.168443,0.171106,0.0296289,0.0937427,-0.163389,-0.133894
STX2,0.0493247,0.100124,-0.0100663,0.09041410000000001,-0.0851226,-0.0832929,-0.07436,0.189796,0.0978594,-0.038363,-0.000149652,0.0975
STX3,0.106404,-0.184722,-0.1158299999999999,0.0706971,-0.131075,-0.0984142,0.016259,-0.0491344,-0.0148216,0.0384194,-0.00274688,-0.0176679
STX4,0.0883615,-0.0493354,0.0589358,0.07893860000000001,0.00720479,0.101673,0.0415826,-0.051957,-0.0309634999999999,0.0120566,-0.0048177,-0.0359471
STX5,-0.0420664,-0.024114700000000003,0.0383254,-0.0362818,0.221041,0.0430706999999999,0.00356567,-0.240569,0.0447783999999999,-0.00309838,-0.0602388,-0.015483100000000001
STX5-DT,0.161158,-1.9122299999999999,-0.9959319999999999,0.6671279999999999,-0.311515,-1.13699,-0.142923,-1.59534,-0.34475900000000004,-0.50349,0.1494069999999999,-0.19556300000000001
STX6,-0.0324412,0.0105724,-0.059874300000000005,-0.0719396,-0.12492,-0.075853,-0.0171392,0.140041,-0.0698648,0.0421208,0.012513600000000001,-0.057470400000000005
STX7,0.022568500000000002,0.0322619,0.00776691,0.0003815619999999,0.378011,-0.0584538,-0.0674383,-0.3412699999999999,-0.0256215,0.024774400000000002,-0.126934,-0.15248
STX8,0.0269376,0.159105,0.0269389999999999,0.019461900000000004,0.305548,0.0265147999999999,-0.00158951,-0.141837,0.0865432,0.010054700000000001,-0.0995669,-0.0131828
STX8P1,0.0785986319072879,0.0,-0.1590336444643997,0.0789453315757436,0.0,-0.0836529019571212,0.9550190000000001,0.0,0.0,0.0,0.0,0.0
STXBP1,-0.0598915999999999,-0.00333921,-0.0727033,-0.0534044999999999,0.07671710000000001,-0.0231785,0.0483636999999999,-0.0755315,-0.0120001,-0.00387973,0.1062369999999999,0.0940102
STXBP2,0.0438056999999999,0.100079,0.00510199,-0.00958715,0.2112079999999999,0.0989977,0.09276380000000001,-0.106602,0.0158408999999999,0.0560536999999999,0.00366817,0.0193555999999999
STXBP3,0.108874,-0.10644300000000001,-0.030574,0.108232,-0.0170794999999999,-0.00362363,0.0257962999999999,-0.08473610000000001,0.133744,0.00334503,0.0102812,0.14402
STXBP4,0.310666,-0.12799000000000002,0.10909300000000001,0.0234064,-0.1105859999999999,0.289535,0.179337,-0.0126821,0.168245,0.289574,0.00358048,0.171562
STXBP5,0.19371,0.04144280000000001,0.0607304,0.0317175,0.134879,-0.0127677,-0.0746232,-0.0888722,-0.0221485,0.164597,0.036392,0.0139892
STXBP5-AS1,0.4272939999999999,0.791632,-0.1012779999999999,-0.0374286999999999,0.285172,-0.189709,-0.089712,0.512079,0.39257,0.467225,0.4923979999999999,0.8846930000000001
STXBP5L,0.11482,0.777926,1.0964200000000002,0.252977,0.50162,0.340449,-0.757645,0.281122,0.7730670000000001,-0.136128,-1.61404,-0.841634
STXBP6,-0.639057,-0.2457369999999999,0.0,0.0990911,0.474357,0.0,0.0,-0.7157100000000001,0.612717,-0.735316,-0.5806479999999999,0.0315431
STYK1,0.0314365,-0.00310913,0.1049829999999999,-0.0831886999999999,-0.0914953999999999,0.024339700000000002,-0.081867,0.0929068,-0.3584429999999999,0.117201,-0.113479,-0.47202200000000005
STYX,0.025155700000000003,-0.0433508,0.00481834,-0.016108,-0.1033849999999999,-0.00658437,-0.012556,0.0646043999999999,0.0184357,0.0439003,0.0007336310000000001,0.0189558
STYXL1,0.0721622,0.0857294,-0.00970933,0.0539743,0.164411,0.0244083,0.0329121999999999,-0.0741553,-0.0580999,0.0208155,-0.0868765,-0.145116
STYXL2,0.444183,0.0,-0.337476,-0.6064649999999999,0.0,-0.1839589999999999,0.1524569999999999,0.0,0.0,1.0532,0.0,0.0
SUB1,0.029822700000000004,0.0777635,0.0291192,0.221769,-0.00697868,0.00942582,-0.0208632999999999,0.0892991,0.0423175,-0.189309,-0.0327257,0.00956142
SUB1P1,0.177176,0.23561500000000002,-0.348373,0.335446,0.0314364,-0.228123,0.119256,0.20856100000000002,-0.7284229999999999,-0.155434,0.00258418,-0.725875
SUB1P1-2,0.107857,0.0327376,0.0836402,0.324628,0.0868814,0.0742357,-0.010437100000000001,-0.049465800000000004,-0.760387,-0.214304,1.1269,0.366367
SUB1P2,-1.88765,-0.0236261109971477,1.5148,0.0,-0.023901563324322,0.0593945981354349,0.0211667068066893,0.0,0.0243392554554802,-0.0811286621954305,-0.0241440484010877,0.0
SUB1P3,-0.144321,0.354702,0.1963859999999999,0.34983000000000003,0.0823849,-0.153753,-0.3512,0.276533,0.196901,-0.49105600000000005,0.22523200000000002,0.422054
SUCLA2,-0.0568549999999999,0.0642505999999999,-0.0457647,0.05425750000000001,-0.0634903,-0.0403485,0.00424496,0.132247,0.156096,-0.1085569999999999,-0.0219944,0.134027
SUCLA2P1-6,-0.0073025726777622,0.0,0.20510100000000003,0.0,0.0,0.0412024999999999,-0.163597,0.0,0.0,-0.0073338786502387,0.0,0.0
SUCLA2P3,-0.619323,0.814299,-1.14365,1.47834,0.677184,-0.9066040000000001,0.23616900000000002,0.14161300000000002,-0.237488,-2.09395,0.136821,-0.1002509999999999
SUCLG1,0.0279555,0.0117952999999999,0.0368334,0.0728644,-0.1171059999999999,0.0754933,0.0374931,0.133401,0.0683168,-0.04228780000000001,0.0115302,0.0796756999999999
SUCLG2,0.0603822,0.0493167,0.0394311999999999,-0.062023800000000004,0.10612200000000001,0.0770788999999999,0.0364699,-0.0523002,0.173034,0.124974,-0.0619538,0.110891
SUCLG2-DT,0.16946,0.269638,0.06426380000000001,-0.0411725,-0.19618,-0.11666300000000002,-0.182149,0.470116,0.303767,0.2133519999999999,0.0234682,0.32676700000000003
SUCLG2P1,-2.08583,0.0380977337466682,-1.05606,0.0215674235470272,0.025287251246632003,-1.1279299999999999,-0.0730085,0.617513,0.0,-0.0895533355807961,0.0821751395243394,1.71933
SUCLG2P2,0.16216,-0.392189,-0.007007600000000001,-0.10677,-0.218072,0.290609,0.296528,-0.16902,0.350014,0.271253,0.246008,0.595299
SUCNR1,-0.752302,-0.755259,-0.0035486868759345,0.8552790000000001,-0.943471,0.0,0.0035467871957402,0.190802,0.0546375999999999,-1.60465,0.30940500000000004,0.3635489999999999
SUCO,0.00811904,0.000500571,-0.012577,0.0699193,-0.256144,-0.082642,-0.0712822999999999,0.261225,0.0608802,-0.0591770999999999,-0.105209,-0.0445448
SUDS3,-0.0358077,-0.134053,0.0228235,-0.0895973,-0.00852954,-0.0515256,-0.0755198,-0.120978,-0.0048588,0.0564261999999999,-0.07155360000000001,-0.07662260000000001
SUDS3P1-2,-0.407652,-0.778335,1.36075,-0.453326,0.201102,0.0115187103240431,0.0045217138671958,-0.975684,-1.7915900000000002,0.0478827,-0.004638244919046,-0.016050534569629
SUDS3P1-3,-0.452787,0.23061500000000001,-1.02245,-0.18742,0.7005640000000001,-1.78269,-0.761179,-0.4656619999999999,1.13575,-0.262817,-0.884798,0.0
SUFU,-0.0380548,-0.0613356,-0.00799796,-0.18508,0.130409,-0.0792075,-0.0723928,-0.187211,-0.0399866999999999,0.1497339999999999,-0.0327885,-0.0730297
SUGCT,0.134638,-0.0496738388466468,-0.0232417,-0.0615648,0.602664,-0.17441600000000002,-0.152442,-0.0748005215794067,0.6926720000000001,0.198853,-0.0795066,0.61351
SUGCT-AS1,0.360085,0.0,-0.0116760503117939,-0.353535,0.0,0.0,0.0116654460729333,0.0,0.871799,0.712246,-0.787802,0.085576
SUGP1,-0.0497411,-0.063903,-0.034842000000000005,0.0799424,-0.10849400000000001,-0.00602451,0.0276745,0.0492036999999999,-0.109455,-0.126949,0.0584409,-0.0512934999999999
SUGP2,-0.00815498,-0.0697714,0.0372491,0.1173,0.00577968,0.0157898,-0.022631400000000003,-0.0709906999999999,-0.08091110000000001,-0.122801,-0.171773,-0.253103
SUGT1,0.0508904,0.144921,-0.0189239,0.108955,-0.00706428,-0.0651608,-0.0474074,0.1565109999999999,0.1817359999999999,-0.055412300000000005,-0.0792607,0.102387
SUGT1-DT,0.494072,0.659766,0.2810269999999999,0.340154,0.7519779999999999,-0.48998500000000006,-0.772205,-0.0870802,-0.0924543999999999,0.156919,0.5129130000000001,0.42027700000000007
SUGT1P1,0.0118481,0.2086489999999999,-0.287391,0.12821300000000002,-0.00301259,0.11106500000000001,0.39718200000000004,0.2162869999999999,-0.530859,-0.113428,-0.0506436999999999,-0.582791
SUGT1P3,-0.695274,0.178855,0.701285,-0.684028,0.0662323,0.518439,-0.184228,0.117033,0.2881869999999999,-0.00938303,-1.26735,-0.9804129999999999
SUGT1P4,-0.130287,-0.213602,-0.23313000000000003,-1.49316,1.44309,-0.938111,-0.70607,-1.6535099999999998,0.21893400000000002,1.36332,-0.34970300000000004,-0.129655
SUGT1P4-STRA6LP,-0.24926900000000002,-0.097745,0.375336,-0.6826810000000001,-0.145729,0.23275,-0.143753,0.0523395999999999,0.102102,0.436204,-0.9116139999999999,-0.810521
SUGT1P4-STRA6LP-CCDC180,0.206907,0.17211700000000002,0.474267,0.6105729999999999,0.711976,0.377298,-0.0980292,-0.53522,-0.544791,-0.400555,0.38661,-0.158804
SULF1,-1.12697,0.16153,0.0479866999999999,0.424936,0.645767,0.340334,0.291194,-0.47959700000000005,-0.0031953465009542,-1.5474,0.0101555859654798,1.6837799999999998
SULF2,-0.183821,-0.00791569,-1.14442,0.269366,-0.145983,-1.0930799999999998,0.0498043,0.14258800000000002,-0.0657842,-0.450254,-0.127305,-0.193405
SULT1A1,-0.318762,0.0786438,-0.0108703,-0.534621,0.494674,0.0899838,0.0996924999999999,-0.411419,0.0499347,0.2184719999999999,-0.306462,-0.257315
SULT1A2,0.275221,-0.0981468,-0.17339100000000002,-0.376321,0.11423,0.0607195,0.23287800000000003,-0.207815,-0.08200750000000001,0.654432,-1.22763,-1.31009
SULT1A3,-0.3468434543511384,0.0442812174961995,2.96614,0.0,0.3233885169917951,3.3278199999999996,0.360212,-2.98983,-0.641176,-0.3481984197410608,-0.21039000000000002,-0.85275
SULT1A4,-0.530396,-4.4523,4.32196,1.96797,1.20446,4.58891,0.266098,-5.65287,0.1518250538917377,-2.4948599999999996,2.68023,0.7727108259297258
SULT1B1,-0.738086,0.0019089945151387,0.0041097889608828,-0.438254,0.0,-0.450021,-0.0056124632883315,0.0019138787758478,0.462179,-0.296727,-2.35054,-1.8914400000000002
SULT1C2,-0.341605,0.07796310000000001,-0.132769,-0.3164889999999999,0.565811,-0.0865812,0.0450755,-0.483422,0.4418289999999999,-0.0220722,-0.431541,0.00959234
SULT1C4,-0.0122395370211755,3.4271199999999995,0.3669199999999999,0.0,2.42386,0.0057322831669037,0.0044715924094211,1.00652,-0.27478600000000003,-0.0122919212465851,0.515864,0.240882
SULT1D1P2,0.525034,-1.31444,-1.60694,1.55847,-0.484422,-0.622152,0.982965,-0.8268969999999999,0.0,-1.02944,0.0154707362740348,0.0155216902326531
