gene,H1975_Veh_vs_H1975_C36,H3255_Veh_vs_H3255_C36,H820_Veh_vs_H820_E07,H1975_Veh_vs_H1975_E07,H3255_E07_vs_H3255_C36,H820_Veh_vs_H820_C36,H820_E07_vs_H820_C36,H3255_Veh_vs_H3255_E07,A549_E07_vs_A549_C36,H1975_E07_vs_H1975_C36,A549_Veh_vs_A549_E07,A549_Veh_vs_A549_C36
LOC112267946,-0.0172172733028512,-0.0204915338243516,-0.0736024075922086,-0.0271686341178786,-0.5019239999999999,-0.0156616973064122,2.25169,-0.0144838442334653,0.0,0.6620590000000001,0.0350733285565863,0.0351880796287154
LOC112267948,0.0341686579158144,0.833867,0.434587,-1.1287,1.45538,0.2325219999999999,-0.20355,-0.618224,0.0,0.0741201182025254,0.0,0.0
LOC112267955,1.0057,0.720997,0.471656,-0.010426000000000001,1.6291200000000001,0.539411,0.0670684999999999,-0.902789,0.8743879999999999,1.02016,0.160352,1.0322200000000001
LOC112267957,-0.0679413,-0.563006,-2.9356400000000002,-0.503293,-0.218621,-1.48809,1.44605,-0.338485,0.39902,0.4374699999999999,-0.8644350000000001,-0.46700200000000003
LOC112267986,-0.0501579,0.0670773,0.40865300000000004,-0.137158,-0.6406,-0.46935200000000005,-0.8793790000000001,0.712132,-0.5102800000000001,0.08965160000000001,0.542501,0.0311505999999999
LOC112267988,-0.685978,0.382125,-0.76443,-1.04397,0.9437479999999999,-0.0420383,0.720997,-0.558184,0.0018952205227136,0.362213,1.50928,0.0053609643800943
LOC112267991,-0.00834861,0.0,-1.55377,1.13663,0.0,-2.14051,-0.587938,0.0,-1.69985,-1.14085,1.03857,-0.660747
LOC112267992,-0.15852,0.0586469,0.949375,-0.07613330000000001,0.0107194,0.393516,-0.557311,0.0525019,0.0,-0.0798685,0.0,0.0
LOC112267993,0.374247,-0.0691023,-0.220227,-0.733468,-0.30445700000000003,-0.8843120000000001,-0.6647,0.23915300000000003,-0.173949,1.1086,-0.0174893908785836,-0.0197719305940928
LOC112267998,0.0137565931670319,-0.0100217915716525,0.0,0.0138114087124451,-0.21588200000000002,-0.9816309999999999,-1.3490799999999998,-0.0086192339223162,-0.0087486701174154,0.0,0.0,-0.0087159751661084
LOC112268009,0.205486,-0.0588044999999999,0.282382,0.351554,0.174871,-0.163529,-0.44710900000000003,-0.229194,-0.802693,-0.14383900000000002,0.45050500000000004,-0.352537
LOC112268012,-0.0218517952529319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0219455787261969,0.0,0.0
LOC112268015,0.13289600000000001,-1.34781,-0.0042253751253752,-1.29388,-0.368352,0.0,0.0042231167165272,-0.97582,2.1014,0.0,-1.48111,0.6193810000000001
LOC112268016,-0.169624,0.160461,0.014989600000000002,0.156184,0.1506829999999999,0.102278,0.085923,0.0143764999999999,0.2467639999999999,-0.3232219999999999,0.18501900000000002,0.431752
LOC112268019,-0.183327,0.0196518195008809,2.07718,0.570512,0.0218228064004789,1.70713,-0.372106,-0.13168,-0.0082697584253654,-0.752129,0.0275280560434107,1.75593
LOC112268022,0.0005046111896761,0.0,0.0,0.0005067903379030001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC112268025,0.0089304434030106,0.5835640000000001,-0.004253180595552,-0.8764799999999999,0.594413,-0.014305012036091,-1.7646700000000002,-0.00591303,-0.753169,0.0164655116454659,0.775203,0.02281
LOC112268027,-0.15277000000000002,0.0,0.0,-2.0566,0.0,0.0,0.0,0.0,-0.0059829702621547,1.90685,0.0020853793224593,-1.51162
LOC112268030,-0.357192,-0.05620930000000001,-0.140102,-0.65093,-0.164776,-0.3280659999999999,-0.189125,0.113497,-0.433684,0.296063,0.154475,-0.27933
LOC112268031,0.13766,0.387281,-0.0551404,-0.4645859999999999,1.00301,-0.369976,-0.315864,-0.6116699999999999,0.0869165,0.6047279999999999,0.114755,0.200622
LOC112268038,0.0314677,0.0986112,-0.292628,-0.2887369999999999,0.5152770000000001,0.123017,0.41481,-0.412843,-0.09249,0.322602,0.7058939999999999,0.61432
LOC112268045,-0.0026755346201991,0.0,0.0,-0.0023510611812494,0.0,0.0,0.0,0.0,0.0,-0.187559,0.0028776995416368,0.0028872311199368
LOC112268050,0.399339,1.61458,-0.2203389999999999,0.041581400000000004,0.0,0.339179,0.558501,0.248117,2.11216,0.361081,-0.27931500000000004,1.8339299999999998
LOC112268061,-1.0834700000000002,0.0,-0.0005591278455828,-0.547566,0.0,0.0,0.0005586216557502,0.0,0.00030553045512700004,-0.535153,-0.0003030610821165,0.0
LOC112268062,0.16539700000000002,2.23223,-0.0156007,-0.6038020000000001,1.3875,-0.186916,-0.1726849999999999,0.8488879999999999,0.304197,0.7730640000000001,-1.03251,-0.72749
LOC112268063,-0.00607214,0.827472,3.4910400000000004,-0.0666224,-0.239432,0.0,-1.97458,1.07113,1.3100399999999999,0.0621398,-0.845571,0.464041
LOC112268064,0.288593,2.11366,-0.0650027,-0.576786,2.5314,-0.310589,-0.246736,-0.414571,0.23715,0.8676889999999999,-0.892367,-0.654586
LOC112268067,-1.0518,-0.0021489664980841,0.115703,-1.11909,-0.0021747232605748,0.0502106,-0.0666013999999999,0.0,0.0124039501586855,0.0703111999999999,-0.0123198720730789,0.0
LOC112268068,0.814675,0.0,0.0,0.0059395805310036,0.0,0.0,0.0,0.0,-1.48252,-0.0033794040375879,-0.626577,-2.11139
LOC112268070,-0.30895300000000003,-0.337568,-0.0038774234004969,-0.261308,-1.1528,-0.0146260942727064,-1.93232,0.82063,0.575047,-0.0446394,-0.9700559999999999,-0.3897219999999999
LOC112268073,1.48108,0.272527,-0.727478,0.753246,1.08789,1.02824,1.7550599999999998,-0.812941,2.23386,0.731915,-0.168146,2.06372
LOC112268075,0.014547401456269,0.0,0.0,0.0146100989842659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC112268076,-0.0335029,0.0947667,-0.0512247966036319,-0.18351800000000001,0.133444,-0.0423727209983328,0.267375,-0.0338587,0.19964500000000002,0.152752,0.105598,0.3049429999999999
LOC112268077,-0.145081,0.0046907764494741,-0.0035821611332152,0.288671,0.0,-0.0044596694303767,-0.327254,0.0047027550387222,-2.16243,-0.428842,-0.6305930000000001,-2.79431
LOC112268081,-0.0156136026265651,0.0,0.0,0.0,0.0,-0.0143241104294448,-0.0144217125564345,0.0,0.0,-0.0156803924317027,0.0,0.0
LOC112268088,0.147087,-0.49574300000000004,0.44802700000000006,0.48304300000000006,-0.340615,0.09870860000000001,-0.350679,-0.150703,1.52397,-0.332012,-0.594054,0.9304950000000001
LOC112268090,0.13827,0.0,0.9253809999999999,-0.187276,0.0,-0.511479,-1.43764,0.0,0.0081482841753142,0.325492,-0.305079,0.0065615811965555
LOC112268093,0.620818,0.0216095999999999,0.0699005,0.21948600000000001,0.0568306,0.09438250000000001,0.023259900000000003,-0.030504200000000002,0.0,0.40369,0.0,0.0
LOC112268096,-0.427874,0.0,-0.0017311183567521,-0.344826,0.0018406275374606,0.0,0.0017302393678581,-0.0018185822785479998,-0.147529,-0.0811397,-0.0019697656438654,-0.0021876302795635
LOC112268102,-0.126313,-0.0681123,0.687929,-0.329975,0.36106,0.406428,-0.28286100000000003,-0.424579,-0.163298,0.206389,-0.473632,-0.6373840000000001
LOC112268106,0.357429,-0.2684539999999999,-0.0025532715730917,0.0063366771956745,0.21840500000000002,-0.0064535069846806,-1.35064,-0.48222600000000004,-0.5269699999999999,-0.0049642460089551,-0.376134,-0.903917
LOC112268110,-0.0004883417467072,-0.0005784364755614,0.0,0.0,-0.46573100000000006,0.0,0.0,-0.0004179834154513,0.0,-0.0004904401560487,0.0,0.0
LOC112268113,-1.16476,-0.40405,-0.0897418,-0.8493,0.46343500000000004,-0.0400148,0.0485618,0.0,0.147291,-0.313046,0.349108,0.495728
LOC112268114,0.516933,0.804787,3.02062,-0.2907949999999999,1.13811,0.879906,-2.14217,-0.329678,-0.597593,0.810755,-0.684819,-1.28211
LOC112268119,1.37224,0.839664,0.921148,1.60604,0.184434,1.10855,0.187271,0.658829,-0.0079133829519936,-0.229935,0.0052541513916543,0.0
LOC112268123,0.0289016409434004,0.0,0.0516291,0.845583,0.0,-0.2158139999999999,0.179575,0.0,-0.0150073580270037,0.0162795071187375,0.0,-0.0149515313170608
LOC112268126,-0.596403,-0.08582410000000001,0.127226,-0.559844,0.0299205999999999,0.339979,0.21145100000000003,-0.1107089999999999,-0.0909683,-0.032863800000000006,0.158073,0.0666003999999999
LOC112268127,0.5566270000000001,0.0,-0.0037607589290321,0.4027139999999999,0.0,-0.004633715009566,-0.31334,0.0,1.60331,0.155901,-1.13104,0.4730729999999999
LOC112268130,0.138774,0.168952,0.806241,0.100201,0.332762,-0.08556160000000002,-0.8929389999999999,-0.15913,-0.59273,0.0392571999999999,-0.514822,-1.10782
LOC112268133,-0.160046,0.656414,-0.174853,0.0763392,0.166185,0.190512,0.364266,0.4947939999999999,0.4215489999999999,-0.234002,-0.4551,-0.0339534
LOC112268140,-0.268696,0.268809,-0.23548200000000002,-0.09884730000000001,0.466775,-0.608963,-0.374473,-0.193501,0.288903,-0.167246,-0.572656,-0.283475
LOC112268141,-0.0107991843406601,1.09299,0.0,-0.0177879626843036,1.61036,-0.0139878017483107,-0.0140830978820868,-0.514027,0.0,0.7158909999999999,0.0,0.0
LOC112268143,-0.8646450000000001,0.1328859999999999,-0.0418899,-2.2965,-0.283076,0.538172,0.579234,0.42051700000000003,2.47477,1.43387,-1.0588600000000001,1.4140700000000002
LOC112268148,-0.49478,-0.317796,-1.33904,-0.322101,-1.44115,-0.6002350000000001,0.737703,1.12916,-0.534852,-0.169736,0.5407689999999999,0.00490225
LOC112268150,0.378538,-0.0108902999999999,0.262342,-0.1832099999999999,0.420257,0.111114,-0.152381,-0.42640100000000003,-1.5595700000000001,0.564028,1.27958,-0.2807719999999999
LOC112268151,-0.0020349138306119,0.0,0.0,0.0,0.0,-0.0026349254286715,-0.0026514716521439997,0.0,0.0727325,-0.0020502135752682,-0.00914826,0.0623423
LOC112268152,-0.0728960642315443,-0.507574,0.0365272465847517,-0.0880768573605518,-0.991517,0.0362914767480023,0.0,0.48848400000000003,-0.1353383819362098,0.279663,0.0,-0.1347381140208919
LOC112268153,-0.0080855347309733,-0.0100776231211931,0.0,0.0,-0.2159199999999999,0.0,0.0,-0.0086670317336142,-0.889977,0.0,0.272958,-0.6166050000000001
LOC112268165,0.0121853769991019,0.0,0.0,0.0122434995208886,0.0136827260682373,0.0,0.0,-0.0135202165707407,0.0,0.0,0.0,0.0
LOC112268167,0.0241806517357649,0.0,-0.028712565928330002,0.0242596720475374,0.0,0.0,0.0286960189176323,0.0,0.0,0.0,0.0197713613707889,0.0198731064686121
LOC112268179,0.0112796,0.2761909999999999,0.46917700000000007,-0.38165,0.23133800000000002,0.0234966,-0.4465939999999999,0.0491575999999999,0.0630145,0.39565700000000004,0.269841,0.332285
LOC112268182,0.0087086617203304,0.0,1.4627,1.1022299999999998,0.0,1.0734299999999999,-0.391171,0.0,-2.18256,0.0040939499859248,-0.62951,-2.81323
LOC112268183,0.0054062256334402,0.0,0.0,-0.1084359999999999,0.0,0.0,0.0,0.0,2.01953,0.0058773671494871,-1.101,0.9181
LOC112268192,-0.7766029999999999,-0.181169,-0.160558,-0.4433569999999999,-0.751582,0.69596,0.855519,0.575026,0.7090850000000001,-0.331714,0.21213800000000002,0.9221370000000001
LOC112268198,0.5463140000000001,-0.0946935,1.44888,0.158339,1.1783700000000001,1.00073,-0.449456,-1.2671,-0.185199,0.3921929999999999,0.6370020000000001,0.452259
LOC112268199,-0.0382784,-0.09400460000000001,0.2159869999999999,0.318235,-0.170311,-0.12646,-0.343479,0.08092610000000001,-0.143337,-0.354087,0.0194666,-0.1241849999999999
LOC112268208,-0.0227823973255674,0.0,0.0,-0.0100570214306667,0.0207738423483254,0.0,0.0,-0.0205276610200422,0.0,-1.18697,0.0,0.0
LOC112268210,-0.603485,-0.0171323062270953,-0.0217129561004136,-1.06046,-0.0173324555765483,-0.0065753681549211,1.7209400000000001,0.0,0.0,0.46001800000000004,0.0,0.0
LOC112268218,0.835899,-2.316,-3.08661,0.16148900000000002,-0.897834,-2.24115,0.8446879999999999,-1.41346,-1.34958,0.676541,0.3552949999999999,-0.994769
LOC112268219,0.11601700000000001,0.0624952,0.0240739,-0.173531,0.13901,0.125249,0.099951,-0.0719809999999999,-0.102849,0.292241,0.148446,0.0455944
LOC112268225,0.169422,-0.0472871,0.0431431999999999,0.349563,0.157625,-0.0249707,-0.069201,-0.20036900000000002,-0.0392899,-0.17721900000000002,-0.0317358,-0.0714432
LOC112268226,0.270512,1.53237,0.0516013,0.0891736,3.4676400000000003,0.496183,0.443384,-1.9304299999999999,-0.6324649999999999,0.1838119999999999,0.440066,-0.1920319999999999
LOC112268227,0.212348,0.16782,0.209556,1.3769200000000001,0.324652,0.680502,0.470034,-0.15184,0.48046400000000006,-1.16056,-1.919,-1.43392
LOC112268228,-0.471038,0.0,-0.6993020000000001,0.357608,0.0,-0.434116,0.263875,0.0,0.0679803528618097,-0.825678,-1.30775,0.0276940761895134
LOC112268231,1.4071,0.2190219999999999,-0.5155420000000001,2.9618700000000002,-0.12993,1.2147,1.72932,0.3537409999999999,0.0310543,-1.55175,-0.190101,-0.159946
LOC112268235,0.10394300000000001,-0.211783,-0.16035,0.0212203,-0.307492,-0.270455,-0.11126,0.10003200000000001,-0.00680021,0.0849415,0.0098488999999999,0.00219516
LOC112268239,0.39065300000000003,-0.00297684,-0.46772600000000003,0.126447,-0.788895,-0.065803,0.40070700000000004,0.7908430000000001,-0.365727,0.266615,0.302227,-0.0639084
LOC112268244,-0.24703000000000003,-0.176144,0.3356369999999999,0.313367,0.6417970000000001,0.520278,0.183454,-0.813505,0.11811300000000001,-0.557754,-0.44596,-0.326877
LOC112268248,-0.537642,0.0,0.0,-0.938283,0.0,0.0,0.0,0.0,0.0,0.403771,0.0,0.0
LOC112268250,-0.130441,-0.355011,1.46455,0.165416,1.42641,1.52181,0.0558572,-1.77857,0.0,-0.293373,0.0,0.0
LOC112268251,0.3628989999999999,0.07861280000000001,-0.596817,-0.0752461,-0.134303,-0.226206,0.369925,0.218094,-0.35895,0.440824,-0.2778739999999999,-0.636534
LOC112268252,-0.0067855455095267,0.220244,-0.0150818854594388,0.0,0.0,-0.017301237527146,-0.209221,0.0,0.06397380000000001,-0.0068364625266828,-1.5227600000000001,-1.46165
LOC112268255,-1.59893,-1.49613,1.36391,-1.3258,-0.241522,1.10285,-0.262914,-1.24959,0.356389,-0.271216,0.44770600000000005,0.804099
LOC112268260,-0.8517879999999999,0.0,0.016986453421531,-0.681305,0.0,0.0168795138434613,0.0,0.0,0.0,-0.167108,0.0,0.0
LOC112268261,0.895978,-0.3132284348408888,0.758854,0.182648,-1.30964,0.46888,-0.291455,-0.1346023655086321,-0.219484,0.713708,0.54119,0.322164
LOC112268263,1.6344299999999998,0.623923,-0.5382319999999999,0.739592,-1.51611,-0.532121,0.00505765,2.14457,0.0,0.8981709999999999,0.0,0.0
LOC112268264,0.3073909999999999,0.8343459999999999,0.43216400000000005,3.15424,1.06388,1.50004,1.06657,-0.22519,-0.790883,-2.84538,0.7463069999999999,-0.0468084999999999
LOC112268265,0.0020597218094062,0.0024475611287225,0.0,-0.107974,0.0,0.0,0.0,0.0024564906483275,-1.20466,0.0022387386360265,0.731067,-0.472425
LOC112268267,0.36653800000000003,0.0,0.126149,-0.274962,0.0,-0.0507901,-0.178013,0.0,-0.437754,0.644359,-0.5960270000000001,-1.03492
LOC112268269,0.00268144,0.00567558,0.0447891,0.0310837999999999,0.160081,-0.0204959,-0.06641010000000001,-0.149892,-0.109378,-0.0256443,0.048392000000000004,-0.0609894999999999
LOC112268271,0.197081,0.0,0.205398,0.7618229999999999,0.0,0.26211100000000004,0.0552741,0.0,0.0681098999999999,-0.56289,0.101215,0.16886400000000001
LOC112268272,0.4705649999999999,-0.4876609999999999,0.767632,1.16961,-0.0812438,0.329947,-0.438862,-0.402587,-0.236285,-0.696529,0.472396,0.235823
LOC112268274,0.9493879999999999,-0.712208,0.6049100000000001,0.784215,-0.16157,1.55495,0.9490729999999999,-0.546632,-1.00301,0.166734,0.0093762,-0.9937090000000001
LOC112268288,0.194528,-0.153635,-0.06844960000000001,0.0649381,0.21755,0.4857329999999999,0.552878,-0.366724,-0.238927,0.131715,-0.0587780999999999,-0.29789
LOC112268289,-0.19504100000000002,0.25490100000000004,0.294193,-0.0770176,0.430125,0.538241,0.2429349999999999,-0.17044700000000002,0.0,-0.1148769999999999,0.0688775534811121,0.0691395502131713
LOC112268295,0.512223,-0.741546,0.12498900000000002,-0.15864,-0.114175,-0.00164887,-0.127803,-0.622711,0.335229,0.672285,-0.0162804,0.318685
LOC112268297,-0.171991,-0.547253,-1.61605,-0.361154,0.283555,-2.30455,-0.688821,-0.8256979999999999,-0.42347700000000005,0.191486,-0.445916,-0.869966
LOC112268307,-0.5615,0.97309,-0.0390685999999999,1.29631,1.2492299999999998,-0.342058,-0.30426,-0.273559,0.27486,-1.8551799999999998,-0.0760785,0.19855
LOC112268317,2.1253900000000003,1.2616399999999999,-0.635414,0.981326,-1.56577,-0.953232,-0.317848,2.83177,-0.126414,1.14811,-0.00555076,-0.132372
LOC112268321-2,1.0822100000000001,0.8363709999999999,-0.0043817721267571,0.515572,0.250292,-0.0076643656939618,-0.817863,0.592206,-0.0489478,0.570821,-1.4925700000000002,-1.54116
LOC112268371,-0.0248408,-0.0006875890450786,0.368156,-0.21730700000000003,-0.0006944169349817,-0.9823129999999999,-1.35156,0.0,-0.0005291541791475,0.193851,0.0011978872866988,1.19118
LOC112268373,-0.0128015596742203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01289742034477,0.0,0.0
LOC112268376,0.781389,0.0069706244250721,-0.0140001463100336,-0.6194029999999999,0.0219369111154162,0.0,0.0139926595745562,-1.63983,-2.54772,1.40349,2.19719,-0.350107
LOC112268377,0.819094,0.0,0.0,-0.938017,0.0064157473217117,0.0074092341202044,0.0140003606244084,-0.0063454534034863,-0.0234078120891787,1.76072,0.0288456422501575,0.315556
LOC112268378,-0.546443,1.9715099999999999,-0.0243531572759687,0.775714,1.23183,-0.0208463660978692,0.215214,0.741976,-0.9517610000000001,-1.31846,0.301122,-0.649073
LOC112268382,0.0962793,-0.9011399999999999,-0.00769546,0.1367522086520543,0.0486091,-0.056971400000000005,-0.0501781,-0.945204,0.9549049999999999,-0.128493358148236,-1.8248400000000002,-0.8679610000000001
LOC112268383,-1.7949,0.735103,-0.142009,-0.0255312,0.0145424,-0.281746,-0.14087,0.72513,-0.294508,-1.7647099999999998,-0.0023342234394878,-0.0028748342965746
LOC112268384,-0.530285,0.0030299812879616,-0.15854100000000002,-1.17315,0.0059365920511543,0.443249,0.600541,-0.9509620000000001,-0.0025403678248999,0.644942,0.0,-0.0025308483563291
LOC112268396,0.0600841,-0.32800300000000004,-0.1056309999999999,0.7453029999999999,-1.58536,0.0258442999999999,0.130409,1.2617399999999999,-0.938392,-0.681584,0.458096,-0.479687
LOC112268399,-0.0353051999999999,0.7842899999999999,-0.16961700000000002,0.482681,0.023088400000000002,-0.195414,-0.0263654,0.766166,0.0124032999999999,-0.515779,0.0433575,0.05565850000000001
LOC112268402,-0.0291948915308626,0.0,-0.0126158973053749,-0.0300998596593213,0.0,0.0,0.0126037268124739,0.0,0.0,0.0413737,0.0,0.0
LOC112268402-2,-0.0073245342976652,-0.0061703213335013,0.0,-0.0185190957495817,-0.0062314734556673,0.0,0.0,0.0,0.0,0.0,0.0072202351579092,0.0072480116770285
LOC112268405,-0.0025001724856459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025189525327297,0.0,0.0
LOC112268410,0.0460635316560432,0.0,0.9342790000000001,-0.420178,0.0875563927472834,1.07769,0.142252,-0.0866231860626958,0.0615996769373056,0.0616429451557364,-0.730537,0.0372419170418993
LOC112268412,-0.0096777860302376,0.0,-0.668205,-0.025519581786551,0.0,-0.2389099999999999,0.42787600000000003,0.0,0.0081712657992477,1.4047399999999999,-0.2329659999999999,0.0069352616852009
LOC112268413,-0.0201289316667131,0.0,-0.0208375496798407,0.0,0.0,0.0,0.0208099624753775,0.0,-0.013034322474781,-0.0202793038414119,0.0,-0.0129695976246608
LOC112268415,-0.0858198,1.74888,-0.153177,-0.0727278,0.48275100000000004,-0.318479,-0.166973,1.26983,-0.179426,-0.0102649,0.25436,0.0742364
LOC112268419,-0.488863,-3.5717800000000004,-1.7541200000000001,0.5498310000000001,-0.595144,-1.7433599999999998,0.0100667999999999,-2.97237,0.1635839999999999,-1.03548,-0.36343600000000004,-0.19983
LOC112268423,1.28578,0.0,-0.0065866417677526,1.04336,0.0,-0.0073658298501382,-0.172306,0.0,0.0314361332252436,0.241813,-0.0311982591963976,0.0
LOC112268431,-1.8299299999999998,-1.1086,-0.0283322999999999,-0.26748,-1.7014900000000002,-0.175508,-0.148473,0.597479,0.0,-1.5613299999999999,0.0,0.0
LOC112268432,0.704094,0.0424138,-1.5991600000000001,-0.11214500000000001,-0.762822,-1.6896200000000001,-0.091524,0.8090229999999999,0.0142696,0.818892,-0.0716497,-0.0574474
LOC112268433,1.8414700000000002,-0.0533092,0.0298337847357955,0.15441,1.46131,0.0296369170561854,0.0,-1.5106700000000002,-2.1011599999999997,1.68997,1.9001400000000002,-0.198275
LOC112268438,0.4143489999999999,-0.739039,0.127408,0.28186,0.055322,0.4410189999999999,0.31247600000000003,-0.788791,0.396167,0.134852,-0.4318649999999999,-0.0361897
LOC112268445,0.0061129017711655,0.0,0.0,1.6976200000000001,0.0,0.0,0.0,0.0,-0.0046462117729601,0.0019017329288272,0.0052161303263695,0.179196
LOC112268449,0.0081437939650902,0.0,0.204467,0.0081826990925135,0.0,0.0098528940691741,0.0086087219200011,0.0,0.0,0.0,0.0,0.0
LOC112268450,0.200291,-1.232,0.111601,0.320554,-0.528523,0.612359,0.49986800000000003,-0.699385,0.600272,-0.1173829999999999,-0.0912281,0.5094310000000001
LOC112268458,0.8740030000000001,0.566756,0.187604,-0.397825,0.790118,-0.383627,-0.572222,-0.2186519999999999,0.510835,1.2746600000000001,-2.33925,-1.83017
LOC112268460,0.138683,0.0549135,-0.193252,-0.06849,-0.255974,-0.20706100000000002,-0.015039600000000002,0.31548000000000004,-0.0214167,0.209927,0.1244079999999999,0.103103
LOC112268469,-0.13689400000000002,-0.186331,0.718507,-0.2426219999999999,0.058861000000000004,0.188385,-0.530967,-0.2405389999999999,0.176547,0.10851,-0.210298,-0.0339685999999999
LOC112268474,1.2139799999999998,-0.4846899999999999,-0.0461596,-0.62693,0.367738,-0.10321500000000002,-0.058359400000000006,-0.84757,-0.3618719999999999,1.84332,0.989665,0.626894
LOC112543491,-0.105617,-0.6490060000000001,-0.574642,-0.522349,-0.510849,-0.07262710000000001,0.5010680000000001,-0.133101,-0.637524,0.41897700000000004,1.2026299999999999,0.563221
LOC112694756,-0.049369800000000005,-0.065125,-0.161987,0.2088449999999999,-0.6387229999999999,-0.13508900000000001,0.0258464,0.578097,0.171998,-0.255671,0.03943030000000001,0.211153
